date,close,signal,position,entry_price,exit_price,trade_reason
2025-02-27,3809.69,0,0,,,
2025-02-28,3721.39,0,0,,,
2025-03-03,3695.13,0,0,,,
2025-03-04,3680.65,0,0,,,
2025-03-05,3625.58,0,0,,,
2025-03-06,3588.59,0,0,,,
2025-03-07,3611.32,0,0,,,
2025-03-10,3628.79,0,0,,,
2025-03-11,3630.19,0,0,,,
2025-03-12,3655.38,0,0,,,
2025-03-13,3574.48,0,0,,,
2025-03-14,3551.29,0,0,,,
2025-03-17,3644.04,0,0,,,
2025-03-18,3648.05,0,0,,,
2025-03-19,3655.03,0,0,,,
2025-03-20,3666.38,0,0,,,
2025-03-21,3640.94,0,0,,,
2025-03-24,3710.67,0,0,,,
2025-03-25,3678.5,0,0,,,
2025-03-26,3661.94,0,0,,,
2025-03-27,3583.81,0,0,,,
2025-03-28,3548.58,0,0,,,
2025-03-31,3538.17,0,0,,,
2025-04-01,3492.04,0,0,,,
2025-04-02,3435.7,0,0,,,
2025-04-03,3478.41,0,0,,,
2025-04-04,3527.41,0,0,,,
2025-04-07,3508.54,0,0,,,
2025-04-08,3507.68,0,0,,,
2025-04-09,3454.85,0,0,,,
2025-04-10,3502.31,0,0,,,
2025-04-11,3536.62,0,0,,,
2025-04-14,3519.01,0,0,,,
2025-04-15,3514.02,0,0,,,
2025-04-16,3535.55,0,0,,,
2025-04-17,3653.2,0,0,,,
2025-04-18,3567.54,0,0,,,
2025-04-21,3563.49,0,0,,,
2025-04-22,3513.26,0,0,,,
2025-04-23,3502.79,0,0,,,
2025-04-24,3625.35,0,0,,,
2025-04-25,3584.45,0,0,,,
2025-04-28,3616.45,0,0,,,
2025-04-29,3579.48,0,0,,,
2025-04-30,3620.18,0,0,,,
2025-05-01,3596.29,0,0,,,
2025-05-02,3591.28,0,0,,,
2025-05-05,3502.22,0,0,,,
2025-05-06,3443.79,0,0,,,
2025-05-07,3414.71,0,0,,,
2025-05-08,3488.95,0,0,,,
2025-05-09,3441.88,0,0,,,
2025-05-12,3394.13,0,0,,,
2025-05-13,3378.29,0,0,,,
2025-05-14,3355.38,0,0,,,
2025-05-15,3424.06,0,0,,,
2025-05-16,3445.53,0,0,,,
2025-05-19,3463.54,0,0,,,
2025-05-20,3356.73,0,0,,,
2025-05-21,3495.33,0,0,,,
2025-05-22,3474.13,0,0,,,
2025-05-23,3454.45,0,0,,,
2025-05-26,3413.1,0,0,,,
2025-05-27,3411.32,0,0,,,
2025-05-28,3364.51,0,0,,,
2025-05-29,3495.89,0,0,,,
2025-05-30,3437.38,0,0,,,
2025-06-02,3458.93,0,0,,,
2025-06-03,3456.87,0,0,,,
2025-06-04,3521.21,0,0,,,
2025-06-05,3499.63,0,0,,,
2025-06-06,3477.25,0,0,,,
2025-06-09,3444.01,0,0,,,
2025-06-10,3535.04,0,0,,,
2025-06-11,3463.05,0,0,,,
2025-06-12,3488.6,0,0,,,
2025-06-13,3481.54,0,0,,,
2025-06-16,3457.56,0,0,,,
2025-06-17,3482.08,0,0,,,
2025-06-18,3492.08,0,0,,,
2025-06-19,3476.87,0,0,,,
2025-06-20,3501.0,0,0,,,
2025-06-23,3455.61,0,0,,,
2025-06-24,3485.63,0,0,,,
2025-06-25,3485.23,0,0,,,
2025-06-26,3544.08,0,0,,,
2025-06-27,3467.18,0,0,,,
2025-06-30,3484.23,0,0,,,
2025-07-01,3409.02,0,0,,,
2025-07-02,3445.2,0,0,,,
2025-07-03,3491.96,0,0,,,
2025-07-04,3398.45,0,0,,,
2025-07-07,3373.65,0,0,,,
2025-07-08,3397.7,0,0,,,
2025-07-09,3434.49,0,0,,,
2025-07-10,3449.63,0,0,,,
2025-07-11,3421.75,0,0,,,
2025-07-14,3456.26,0,0,,,
2025-07-15,3441.17,0,0,,,
2025-07-16,3455.39,0,0,,,
2025-07-17,3467.24,0,0,,,
2025-07-18,3432.34,0,0,,,
2025-07-21,3383.83,0,0,,,
2025-07-22,3339.25,0,0,,,
2025-07-23,3347.93,0,0,,,
2025-07-24,3394.41,0,0,,,
2025-07-25,3458.8,0,0,,,
2025-07-28,3478.33,0,0,,,
2025-07-29,3390.0,0,0,,,
2025-07-30,3453.76,0,0,,,
2025-07-31,3436.45,0,0,,,
2025-08-01,3351.3,0,0,,,
2025-08-04,3328.93,0,0,,,
2025-08-05,3369.94,0,0,,,
2025-08-06,3324.3,0,0,,,
2025-08-07,3347.86,0,0,,,
2025-08-08,3350.4,0,0,,,
2025-08-11,3348.89,0,0,,,
2025-08-12,3402.31,0,0,,,
2025-08-13,3405.07,0,0,,,
2025-08-14,3420.66,0,0,,,
2025-08-15,3413.29,0,0,,,
2025-08-18,3480.9,0,0,,,
2025-08-19,3383.85,0,0,,,
2025-08-20,3424.4,0,0,,,
2025-08-21,3408.57,0,0,,,
2025-08-22,3326.23,0,0,,,
2025-08-25,3284.73,0,0,,,
2025-08-26,3264.26,0,0,,,
2025-08-27,3207.14,0,0,,,
2025-08-28,3192.65,0,0,,,
2025-08-29,3223.3,0,0,,,
2025-09-01,3202.83,0,0,,,
2025-09-02,3291.96,0,0,,,
2025-09-03,3304.76,0,0,,,
2025-09-04,3308.99,0,0,,,
2025-09-05,3294.53,0,0,,,
2025-09-08,3265.84,0,0,,,
2025-09-09,3242.87,0,0,,,
2025-09-10,3200.36,0,0,,,
2025-09-11,3211.83,0,0,,,
2025-09-12,3149.91,0,0,,,
2025-09-15,3227.88,0,0,,,
2025-09-16,3097.58,0,0,,,
2025-09-17,3163.04,0,0,,,
2025-09-18,3125.13,0,0,,,
2025-09-19,3181.0,0,0,,,
2025-09-22,3190.94,0,0,,,
2025-09-23,3153.66,0,0,,,
2025-09-24,3092.5,0,0,,,
2025-09-25,3109.32,0,0,,,
2025-09-26,3110.17,0,0,,,
2025-09-29,3137.54,0,0,,,
2025-09-30,3212.15,0,0,,,
2025-10-01,3162.68,0,0,,,
2025-10-02,3092.22,0,0,,,
2025-10-03,3066.03,0,0,,,
2025-10-06,3102.2,0,0,,,
2025-10-07,3053.08,0,0,,,
2025-10-08,2984.77,0,0,,,
2025-10-09,3005.88,0,0,,,
2025-10-10,3100.3,0,0,,,
2025-10-13,3128.25,0,0,,,
2025-10-14,3247.02,0,0,,,
2025-10-15,3269.32,0,0,,,
2025-10-16,3253.03,0,0,,,
2025-10-17,3246.65,0,0,,,
2025-10-20,3244.89,0,0,,,
2025-10-21,3233.24,0,0,,,
2025-10-22,3204.62,0,0,,,
2025-10-23,3260.9,0,0,,,
2025-10-24,3241.76,0,0,,,
2025-10-27,3232.7,0,0,,,
2025-10-28,3271.21,0,0,,,
2025-10-29,3270.01,0,0,,,
2025-10-30,3233.28,0,0,,,
2025-10-31,3181.72,0,0,,,
2025-11-03,3145.41,0,0,,,
2025-11-04,3093.31,0,0,,,
2025-11-05,3105.68,0,0,,,
2025-11-06,3074.27,0,0,,,
2025-11-07,3027.65,0,0,,,
2025-11-10,3020.57,0,0,,,
2025-11-11,3059.22,0,0,,,
2025-11-12,3086.37,0,0,,,
2025-11-13,3148.23,0,0,,,
2025-11-14,3174.83,0,0,,,
2025-11-17,3159.64,0,0,,,
2025-11-18,3148.36,0,0,,,
2025-11-19,3082.18,0,0,,,
2025-11-20,3077.16,0,0,,,
2025-11-21,3110.37,0,0,,,
2025-11-24,3124.62,0,0,,,
2025-11-25,3073.61,0,0,,,
2025-11-26,2972.96,0,0,,,
2025-11-27,3003.34,0,0,,,
2025-11-28,2988.76,0,0,,,
2025-12-01,2919.29,0,0,,,
2025-12-02,2905.14,0,0,,,
2025-12-03,2937.25,0,0,,,
2025-12-04,2895.83,0,0,,,
2025-12-05,2924.35,0,0,,,
2025-12-08,2904.47,0,0,,,
2025-12-09,2902.31,0,0,,,
2025-12-10,2883.51,0,0,,,
2025-12-11,2828.99,0,0,,,
2025-12-12,2836.92,0,0,,,
2025-12-15,2813.26,0,0,,,
2025-12-16,2796.64,0,0,,,
2025-12-17,2763.38,0,0,,,
2025-12-18,2770.82,0,0,,,
2025-12-19,2754.47,0,0,,,
2025-12-22,2760.08,0,0,,,
2025-12-23,2793.42,0,0,,,
2025-12-24,2762.25,0,0,,,
2025-12-25,2752.32,0,0,,,
2025-12-26,2761.13,0,0,,,
2025-12-29,2750.26,0,0,,,
2025-12-30,2760.52,0,0,,,
2025-12-31,2672.4,0,0,,,
2026-01-01,2661.55,0,0,,,
2026-01-02,2685.52,0,0,,,
2026-01-05,2711.18,0,0,,,
2026-01-06,2670.4,0,0,,,
2026-01-07,2636.41,0,0,,,
2026-01-08,2641.26,0,0,,,
2026-01-09,2596.24,0,0,,,
2026-01-12,2602.44,0,0,,,
2026-01-13,2665.07,0,0,,,
2026-01-14,2634.92,0,0,,,
2026-01-15,2648.84,0,0,,,
2026-01-16,2630.83,0,0,,,
2026-01-19,2684.64,0,0,,,
2026-01-20,2637.86,0,0,,,
2026-01-21,2650.68,0,0,,,
2026-01-22,2693.2,0,0,,,
2026-01-23,2666.82,0,0,,,
2026-01-26,2710.6,0,0,,,
2026-01-27,2796.14,0,0,,,
2026-01-28,2816.15,0,0,,,
2026-01-29,2800.9,0,0,,,
2026-01-30,2846.44,0,0,,,
2026-02-02,2801.47,0,0,,,
2026-02-03,2754.37,0,0,,,
2026-02-04,2746.42,0,0,,,
2026-02-05,2801.37,0,0,,,
2026-02-06,2799.43,0,0,,,
2026-02-09,2770.34,0,0,,,
2026-02-10,2801.97,0,0,,,
2026-02-11,2792.34,0,0,,,
2026-02-12,2850.57,0,0,,,
2026-02-13,2816.02,0,0,,,
2026-02-16,2823.35,0,0,,,
2026-02-17,2819.68,0,0,,,
2026-02-18,2762.71,0,0,,,
2026-02-19,2787.0,0,0,,,
2026-02-20,2750.64,0,0,,,
2026-02-23,2730.22,0,0,,,
2026-02-24,2740.5,0,0,,,
2026-02-25,2761.92,0,0,,,
2026-02-26,2803.35,0,0,,,
2026-02-27,2818.42,0,0,,,
2026-03-02,2862.69,0,0,,,
2026-03-03,2842.02,0,0,,,
2026-03-04,2865.45,0,0,,,
2026-03-05,2885.19,0,0,,,
2026-03-06,2837.24,0,0,,,
2026-03-09,2850.97,0,0,,,
2026-03-10,2918.63,0,0,,,
2026-03-11,2938.67,0,0,,,
2026-03-12,3020.39,0,0,,,
2026-03-13,3030.88,0,0,,,
2026-03-16,3003.14,0,0,,,
2026-03-17,2982.89,0,0,,,
2026-03-18,2946.02,0,0,,,
2026-03-19,2938.64,0,0,,,
2026-03-20,2963.24,0,0,,,
2026-03-23,2945.8,0,0,,,
2026-03-24,2910.87,0,0,,,
2026-03-25,2906.45,0,0,,,
2026-03-26,2843.82,1,1,2843.82,,BUY | close=2843.82 < vwap_lower_1=2856.15 & RSI=44.2<45.0 & close>sma_50
2026-03-27,2825.71,0,1,,,
2026-03-30,2777.22,0,1,,,
2026-03-31,2777.11,0,1,,,
2026-04-01,2839.35,0,1,,,
2026-04-02,2859.17,0,1,,,
2026-04-03,2813.97,0,1,,,
2026-04-06,2808.89,0,1,,,
2026-04-07,2821.01,0,1,,,
2026-04-08,2828.71,0,1,,,
2026-04-09,2841.85,0,1,,,
2026-04-10,2758.3,0,1,,,
2026-04-13,2737.68,0,1,,,
2026-04-14,2722.22,0,1,,,
2026-04-15,2732.54,0,1,,,
2026-04-16,2683.96,0,1,,,
2026-04-17,2694.53,0,1,,,
2026-04-20,2695.68,0,1,,,
2026-04-21,2695.75,0,1,,,
2026-04-22,2668.9,0,1,,,
2026-04-23,2705.25,0,1,,,
2026-04-24,2696.54,0,1,,,
2026-04-27,2675.82,0,1,,,
2026-04-28,2674.66,0,1,,,
2026-04-29,2708.06,0,1,,,
2026-04-30,2624.81,0,1,,,
2026-05-01,2618.18,0,1,,,
2026-05-04,2574.4,0,1,,,
2026-05-05,2581.8,0,1,,,
2026-05-06,2664.36,0,1,,,
2026-05-07,2703.6,-1,-1,,2703.6,SELL | VWAP target hit (close=2703.60 >= vwap=2684.49)
2026-05-08,2652.33,0,-1,,,
2026-05-11,2629.04,0,-1,,,
2026-05-12,2642.53,0,-1,,,
2026-05-13,2612.28,0,-1,,,
2026-05-14,2576.37,0,-1,,,
2026-05-15,2533.49,0,-1,,,
