date,open,high,low,close,volume,symbol,sma_20,sma_50,sma_200,ema_20,ema_50,ema_200,rsi_14,macd_line,macd_signal,macd_hist,vwap,vwap_upper_1,vwap_lower_1,vwap_upper_2,vwap_lower_2
2024-12-20,1513.3,1531.72,1498.39,1515.06,378517,INFY,1614.287,,,1586.5356,,,36.5072,-34.7926,,,1607.9981,1678.7365,1537.2597,1749.4748,1466.5214
2024-12-23,1554.05,1558.52,1533.25,1545.88,2059233,INFY,1606.0885,,,1582.6637,,,44.3155,-33.5196,,,1596.973,1665.5204,1528.4256,1734.0677,1459.8783
2024-12-24,1586.04,1619.88,1554.73,1587.3,1408683,INFY,1599.257,,,1583.1052,,,52.7293,-28.8361,,,1590.8521,1653.6001,1528.1041,1716.3481,1465.3561
2024-12-25,1625.64,1632.97,1557.12,1595.04,1426751,INFY,1593.975,,,1584.2419,,,54.1242,-24.2207,,,1584.951,1642.9813,1526.9207,1701.0115,1468.8905
2024-12-26,1594.15,1623.89,1588.56,1606.23,840428,INFY,1588.6805,,,1586.336,,,56.1394,-19.4359,,,1582.968,1634.0685,1531.8675,1685.1689,1480.7671
2024-12-27,1556.39,1604.31,1551.2,1577.76,1528515,INFY,1584.0875,,,1585.5192,,,50.1085,-17.7368,-25.0085,7.2717,1578.9175,1626.3572,1531.4778,1673.797,1484.038
2024-12-30,1589.98,1601.4,1583.21,1592.31,1561492,INFY,1582.393,,,1586.166,,,52.8937,-15.0428,-23.0154,7.9726,1578.0785,1624.5298,1531.6272,1670.981,1485.176
2024-12-31,1585.72,1610.04,1535.83,1572.93,1434592,INFY,1579.2085,,,1584.9054,,,48.9722,-14.3066,-21.2736,6.967,1576.807,1621.4949,1532.1191,1666.1827,1487.4313
2025-01-01,1561.51,1608.42,1543.21,1575.81,2399457,INFY,1574.2345,,,1584.0392,,,49.5705,-13.3371,-19.6863,6.3492,1574.0157,1612.5599,1535.4715,1651.1042,1496.9272
2025-01-02,1589.55,1641.84,1566.76,1604.3,1213052,INFY,1571.91,,,1585.9688,,,55.1706,-10.1528,-17.7796,7.6268,1570.9521,1605.8679,1536.0363,1640.7837,1501.1205
2025-01-03,1594.74,1640.64,1568.23,1604.44,2433142,INFY,1571.5165,,,1587.7279,,,55.1969,-7.5311,-15.7299,8.1988,1568.6843,1603.1623,1534.2063,1637.6402,1499.7284
2025-01-06,1589.46,1611.76,1587.48,1599.62,867755,INFY,1570.7745,,,1588.8605,,,54.0206,-5.7757,-13.7391,7.9634,1567.1302,1600.7852,1533.4752,1634.4402,1499.8202
2025-01-07,1612.81,1649.97,1587.96,1618.97,1539642,INFY,1570.9135,,,1591.7281,,,57.8997,-2.791,-11.5495,8.7585,1567.2951,1601.1524,1533.4378,1635.0097,1499.5805
2025-01-08,1613.86,1650.31,1593.6,1621.96,925520,INFY,1572.424,,,1594.6073,,,58.4825,-0.1823,-9.276,9.0937,1568.3338,1603.8049,1532.8627,1639.276,1497.3916
2025-01-09,1611.41,1638.55,1611.07,1624.81,1217418,INFY,1574.6395,,,1597.4838,,,59.0643,2.0911,-7.0026,9.0937,1569.7317,1607.0685,1532.3949,1644.4054,1495.058
2025-01-10,1648.11,1656.72,1599.16,1627.94,1098345,INFY,1578.527,,,1600.3843,,,59.7316,4.098,-4.7825,8.8805,1573.095,1611.7755,1534.4145,1650.4561,1495.7339
2025-01-13,1646.76,1667.76,1617.11,1642.43,2706087,INFY,1583.4115,,,1604.3887,,,62.7585,6.7796,-2.4701,9.2497,1579.8062,1620.1291,1539.4833,1660.452,1499.1604
2025-01-14,1680.42,1687.03,1608.9,1647.96,535713,INFY,1589.535,,,1608.5383,,,63.8746,9.2445,-0.1272,9.3717,1586.7876,1627.151,1546.4242,1667.5144,1506.0608
2025-01-15,1680.2,1710.04,1667.06,1688.55,1533968,INFY,1598.509,,,1616.1585,,,70.7932,14.3082,2.7599,11.5483,1597.568,1639.0371,1556.0989,1680.5063,1514.6297
2025-01-16,1656.55,1669.81,1642.69,1656.25,2854299,INFY,1605.2775,,,1619.9767,,,60.8124,15.5358,5.3151,10.2207,1608.5711,1647.6834,1569.4588,1686.7956,1530.3466
2025-01-17,1623.06,1631.37,1607.74,1619.56,4488672,INFY,1610.5025,,,1619.9371,,,51.867,13.3938,6.9308,6.463,1611.0572,1643.9715,1578.1429,1676.8858,1545.2286
2025-01-20,1610.03,1650.98,1605.68,1628.33,796396,INFY,1614.625,1619.2884,,1620.7364,1616.0683,,53.6231,12.2625,7.9972,4.2653,1615.567,1644.934,1586.2,1674.301,1556.833
2025-01-21,1588.55,1598.84,1574.67,1586.75,1909033,INFY,1614.5975,1618.5196,,1617.4996,1614.9186,,45.2026,7.9195,7.9816,-0.0621,1615.1109,1644.5051,1585.7167,1673.8993,1556.3225
2025-01-22,1633.29,1640.43,1569.11,1604.77,1206175,INFY,1615.084,1617.8172,,1616.2872,1614.5206,,48.9445,5.8641,7.5581,-1.694,1615.5992,1644.7321,1586.4663,1673.8651,1557.3333
2025-01-23,1618.15,1647.92,1607.47,1627.7,672246,INFY,1616.1575,1617.3956,,1617.3742,1615.0374,,53.3131,6.0161,7.2497,-1.2336,1616.0855,1645.2704,1586.9006,1674.4553,1557.7157
2025-01-24,1649.25,1661.7,1612.34,1637.02,959393,INFY,1619.1205,1617.383,,1619.2452,1615.8995,,54.9986,6.8101,7.1618,-0.3517,1618.5172,1646.5852,1590.4492,1674.6533,1562.3811
2025-01-27,1667.2,1677.97,1613.06,1645.52,832814,INFY,1621.781,1617.5654,,1621.7476,1617.0611,,56.5397,8.0326,7.336,0.6966,1620.5224,1648.4365,1592.6083,1676.3505,1564.6943
2025-01-28,1688.1,1706.24,1655.6,1680.92,1055628,INFY,1627.1805,1618.4682,,1627.383,1619.5653,,62.326,11.7228,8.2133,3.5095,1624.748,1653.1558,1596.3402,1681.5635,1567.9325
2025-01-29,1682.98,1706.8,1679.61,1693.21,1008662,INFY,1633.0505,1619.713,,1633.6523,1622.4534,,64.1124,15.4608,9.6628,5.798,1630.9941,1660.3422,1601.646,1689.6903,1572.2979
2025-01-30,1714.72,1780.52,1713.11,1746.82,1322442,INFY,1640.1765,1621.0954,,1644.4301,1627.3305,,70.6501,22.4898,12.2282,10.2616,1637.1866,1675.2072,1599.166,1713.2277,1561.1455
2025-01-31,1781.77,1814.6,1746.23,1780.42,2642917,INFY,1648.9755,1622.545,,1657.3816,1633.334,,73.8638,30.4209,15.8668,14.5541,1652.3733,1700.6638,1604.0828,1748.9543,1555.7923
2025-02-03,1802.59,1802.78,1751.0,1776.89,1050889,INFY,1657.839,1623.8858,,1668.7633,1638.9636,,72.96,36.0065,19.8947,16.1118,1658.1919,1712.8019,1603.5819,1767.4118,1548.972
2025-02-04,1772.46,1791.22,1737.75,1764.48,1258582,INFY,1665.1145,1624.6968,,1677.8792,1643.8859,,69.7295,38.9824,23.7122,15.2702,1664.648,1723.3471,1605.9489,1782.0462,1547.2498
2025-02-05,1750.6,1765.33,1739.05,1752.19,2160921,INFY,1671.626,1625.727,,1684.9564,1648.1331,,66.5852,39.8892,26.9476,12.9416,1671.9517,1732.7957,1611.1077,1793.6396,1550.2638
2025-02-06,1788.5,1792.95,1759.93,1776.44,494461,INFY,1679.2075,1627.0134,,1693.6691,1653.1647,,69.507,42.0796,29.974,12.1056,1675.5171,1739.5823,1611.4519,1803.6474,1547.3868
2025-02-07,1790.39,1818.67,1731.15,1774.91,1655589,INFY,1686.556,1629.1192,,1701.4064,1657.939,,69.0965,43.1942,32.6181,10.5761,1682.4784,1748.7447,1616.2121,1815.011,1549.9458
2025-02-10,1761.54,1770.42,1748.35,1759.39,1564093,INFY,1692.404,1631.783,,1706.9286,1661.9175,,64.9086,42.3371,34.5619,7.7752,1690.0996,1757.4193,1622.7799,1824.739,1555.4602
2025-02-11,1746.97,1785.68,1715.4,1750.54,1727924,INFY,1697.533,1634.0614,,1711.0821,1665.3929,,62.5794,40.4771,35.7449,4.7322,1694.171,1761.8334,1626.5086,1829.4958,1558.8462
2025-02-12,1760.38,1803.55,1728.28,1765.92,2454257,INFY,1701.4015,1635.874,,1716.3047,1669.3351,,64.9343,39.7855,36.553,3.2325,1699.9223,1769.2356,1630.609,1838.5488,1561.2958
2025-02-13,1794.43,1808.2,1772.5,1790.35,2109460,INFY,1708.1065,1638.6652,,1723.3567,1674.0808,,68.3424,40.7391,37.3902,3.3489,1709.9766,1781.1534,1638.7998,1852.3302,1567.623
2025-02-14,1748.25,1806.62,1733.3,1769.96,1916536,INFY,1715.6265,1641.8182,,1727.7951,1677.8408,,62.8518,39.3953,37.7913,1.604,1728.0618,1797.3099,1658.8137,1866.5579,1589.5657
2025-02-17,1795.12,1799.61,1761.47,1780.54,1700812,INFY,1723.237,1645.1398,,1732.8184,1681.8682,,64.4479,38.7376,37.9805,0.7571,1733.7408,1801.2317,1666.2499,1868.7227,1598.7589
2025-02-18,1696.95,1746.56,1669.33,1707.95,628152,INFY,1729.297,1646.975,,1730.45,1682.891,,48.9184,31.9902,36.7825,-4.7923,1743.0435,1802.611,1683.476,1862.1784,1623.9086
2025-02-19,1728.02,1750.29,1694.15,1722.22,923272,INFY,1735.1695,1649.5844,,1729.6662,1684.4333,,51.3977,27.4775,34.9215,-7.444,1748.2873,1800.2341,1696.3405,1852.181,1644.3936
2025-02-20,1734.21,1752.13,1691.69,1721.91,1065997,INFY,1739.88,1652.4126,,1728.9275,1685.903,,51.3394,23.6041,32.658,-9.0539,1750.143,1795.7112,1704.5748,1841.2795,1659.0065
2025-02-21,1729.15,1768.26,1702.05,1735.15,744703,INFY,1744.7865,1656.1118,,1729.5201,1687.8343,,53.7521,21.3566,30.3977,-9.0411,1753.5813,1792.2524,1714.9102,1830.9236,1676.239
2025-02-24,1742.55,1779.82,1696.98,1738.4,907830,INFY,1749.4305,1659.985,,1730.3658,1689.8172,,54.3505,19.6115,28.2405,-8.629,1756.2656,1787.1889,1725.3423,1818.1122,1694.419
2025-02-25,1737.78,1763.45,1726.38,1744.91,1131675,INFY,1752.63,1664.3734,,1731.751,1691.9777,,55.5899,18.5402,26.3004,-7.7602,1758.6082,1785.0566,1732.1598,1811.5049,1705.7115
2025-02-26,1726.09,1731.75,1681.0,1706.37,787976,INFY,1753.288,1668.3194,,1729.3337,1692.5421,,47.3872,14.4151,23.9234,-9.5083,1759.4864,1784.5029,1734.4699,1809.5194,1709.4534
2025-02-27,1698.61,1748.56,1690.18,1719.37,931607,INFY,1751.9155,1672.2892,,1728.3848,1693.5942,,50.0639,12.056,21.5499,-9.4939,1758.7463,1784.865,1732.6276,1810.9837,1706.5089
2025-02-28,1708.34,1719.15,1700.21,1709.68,1162725,INFY,1748.3785,1676.1816,,1726.6034,1694.225,,48.0996,9.2973,19.0994,-9.8021,1754.4121,1781.2478,1727.5764,1808.0834,1700.7408
2025-03-03,1727.52,1763.53,1688.32,1725.92,1543302,INFY,1745.83,1679.7824,,1726.5383,1695.468,,51.5319,8.3254,16.9446,-8.6192,1751.8967,1778.2988,1725.4946,1804.7009,1699.0925
2025-03-04,1716.63,1770.47,1700.95,1735.71,2682940,INFY,1744.3915,1682.7506,,1727.4118,1697.0461,,53.5271,8.2501,15.2057,-6.9556,1749.802,1775.9166,1723.6874,1802.0312,1697.5728
2025-03-05,1740.05,1762.91,1705.13,1734.02,1046960,INFY,1743.483,1685.5302,,1728.0412,1698.496,,53.1206,7.9623,13.757,-5.7947,1749.0042,1775.1493,1722.8591,1801.2943,1696.7141
2025-03-06,1666.9,1713.86,1648.55,1681.21,642197,INFY,1738.7215,1687.0298,,1723.5811,1697.8182,,42.3075,3.4332,11.6922,-8.259,1746.9146,1775.3163,1718.5129,1803.718,1690.1112
2025-03-07,1730.21,1737.71,1718.82,1728.27,1545874,INFY,1736.3895,1690.04,,1724.0276,1699.0124,,51.7358,3.5998,10.0738,-6.474,1744.1526,1771.3143,1716.9909,1798.4759,1689.8293
2025-03-10,1720.49,1773.37,1701.2,1737.29,1543718,INFY,1735.2845,1692.9396,,1725.2907,1700.5134,,53.3107,4.4088,8.9408,-4.532,1742.8868,1769.5078,1716.2658,1796.1288,1689.6448
2025-03-11,1796.12,1808.19,1735.71,1771.95,490562,INFY,1736.355,1696.92,,1729.7344,1703.3149,,58.8654,7.7574,8.7041,-0.9467,1742.9266,1770.6029,1715.2503,1798.2792,1687.574
2025-03-12,1676.27,1694.03,1676.07,1685.05,981832,INFY,1732.3115,1699.1048,,1725.4788,1702.5986,,44.5535,3.3602,7.6353,-4.2751,1738.302,1767.3074,1709.2966,1796.3127,1680.2913
2025-03-13,1652.35,1674.99,1650.97,1662.98,1070339,INFY,1725.943,1700.2784,,1719.5265,1701.0449,,41.7755,-1.8837,5.7315,-7.6152,1730.1817,1759.7507,1700.6127,1789.3196,1671.0438
2025-03-14,1721.84,1738.05,1670.68,1704.36,1084980,INFY,1722.663,1702.2768,,1718.0821,1701.1749,,48.2862,-2.6697,4.0513,-6.721,1725.5725,1753.5999,1697.5451,1781.6273,1669.5177
2025-03-17,1721.22,1733.69,1708.84,1721.26,1164111,INFY,1719.699,1704.7096,,1718.3847,1701.9626,,50.7103,-1.907,2.8596,-4.7666,1721.1113,1745.608,1696.6146,1770.1048,1672.1178
2025-03-18,1792.82,1797.35,1716.14,1756.74,718253,INFY,1722.1385,1707.465,,1722.0376,1704.1107,,55.4335,1.5427,2.5962,-1.0535,1722.6386,1748.3053,1696.9719,1773.972,1671.3052
2025-03-19,1758.29,1784.54,1738.0,1761.27,1227136,INFY,1724.091,1710.2512,,1725.774,1706.3523,,56.0131,4.5891,2.9948,1.5943,1724.7651,1751.8826,1697.6476,1779.0,1670.5302
2025-03-20,1777.56,1806.24,1758.66,1782.45,775933,INFY,1727.118,1713.404,,1731.1718,1709.3365,,58.7164,8.6133,4.1185,4.4948,1726.9199,1756.9983,1696.8415,1787.0766,1666.7632
2025-03-21,1782.44,1795.46,1719.44,1757.45,901154,INFY,1728.233,1715.9942,,1733.6744,1711.2233,,54.4618,9.6736,5.2295,4.4441,1727.8769,1758.6734,1697.0804,1789.4698,1666.284
2025-03-24,1784.4,1791.09,1761.38,1776.24,1006038,INFY,1730.125,1718.6704,,1737.7283,1713.773,,56.9846,11.893,6.5622,5.3308,1729.6193,1762.1845,1697.0541,1794.7498,1664.4888
2025-03-25,1739.27,1809.23,1735.72,1772.48,796817,INFY,1731.5035,1721.1608,,1741.038,1716.0752,,56.3123,13.1964,7.8891,5.3073,1730.3813,1764.1657,1696.5969,1797.9501,1662.8125
2025-03-26,1791.03,1810.71,1768.03,1789.37,4626615,INFY,1735.6535,1723.1772,,1745.641,1718.9495,,58.6711,15.4146,9.3942,6.0204,1741.6303,1777.2148,1706.0458,1812.7994,1670.4612
2025-03-27,1747.59,1776.08,1730.71,1753.39,1179160,INFY,1737.3545,1725.12,,1746.379,1720.3001,,52.2048,14.1066,10.3367,3.7699,1742.9517,1778.5301,1707.3733,1814.1085,1671.7949
2025-03-28,1709.78,1739.99,1685.2,1712.6,1610165,INFY,1737.5005,1726.9808,,1743.162,1719.9981,,46.0134,9.6671,10.2027,-0.5356,1742.5692,1778.034,1707.1044,1813.4988,1671.6396
2025-03-31,1665.85,1679.09,1662.31,1670.7,1178318,INFY,1734.7395,1727.8282,,1736.2608,1718.0649,,40.6767,2.7363,8.7095,-5.9732,1740.3237,1778.7623,1701.8851,1817.201,1663.4464
2025-04-01,1631.39,1683.76,1626.18,1654.97,1057796,INFY,1730.7025,1729.1926,,1728.5189,1715.5906,,38.8548,-3.9798,6.1716,-10.1514,1737.1629,1779.533,1694.7928,1821.9031,1652.4227
2025-04-02,1634.24,1646.9,1587.22,1617.06,1085397,INFY,1724.8545,1729.4384,,1717.9037,1711.7266,,34.8083,-12.2205,2.4932,-14.7137,1732.0155,1781.3952,1682.6358,1830.775,1633.256
2025-04-03,1600.26,1603.8,1582.64,1593.22,402022,INFY,1720.455,1728.7488,,1706.0291,1707.0793,,32.515,-20.4395,-2.0934,-18.3461,1731.0678,1787.8982,1674.2374,1844.7286,1617.407
2025-04-04,1593.58,1594.75,1557.13,1575.94,2860080,INFY,1712.8385,1727.5272,,1693.6397,1701.9366,,30.9246,-28.0243,-7.2795,-20.7448,1714.0126,1779.3166,1648.7086,1844.6205,1583.4047
2025-04-07,1534.81,1583.14,1508.62,1545.88,2303944,INFY,1703.268,1725.5344,,1679.5673,1695.8167,,28.3288,-36.0454,-13.0327,-23.0127,1698.0516,1772.9105,1623.1927,1847.7693,1548.3339
2025-04-08,1568.3,1575.74,1518.81,1547.28,1256519,INFY,1692.0345,1722.8616,,1666.9685,1689.9918,,28.6293,-41.8073,-18.7876,-23.0197,1689.78,1770.4239,1609.1361,1851.0678,1528.4922
2025-04-09,1568.04,1582.76,1548.8,1565.78,1147466,INFY,1686.071,1720.313,,1657.3315,1685.1207,,32.6477,-44.3694,-23.904,-20.4654,1684.7662,1770.2203,1599.3121,1855.6743,1513.8581
2025-04-10,1556.65,1571.0,1552.5,1561.75,1708884,INFY,1681.0095,1716.6116,,1648.2285,1680.2826,,32.2221,-46.1926,-28.3617,-17.8309,1678.1127,1767.8948,1588.3306,1857.6769,1498.5485
2025-04-11,1575.54,1580.2,1503.3,1541.75,942053,INFY,1672.879,1711.8382,,1638.0877,1674.85,,30.1233,-48.6901,-32.4274,-16.2627,1672.4971,1767.277,1577.7172,1862.0569,1482.9373
2025-04-14,1567.84,1568.38,1515.79,1542.09,2034296,INFY,1663.9205,1707.1422,,1628.9451,1669.6437,,30.2065,-50.0648,-35.9549,-14.1099,1661.3214,1759.6874,1562.9554,1858.0535,1464.5893
2025-04-15,1519.33,1554.21,1504.92,1529.57,711385,INFY,1652.562,1702.444,,1619.4808,1664.1506,,28.8442,-51.57,-39.0779,-12.4921,1655.6894,1755.8723,1555.5065,1856.0553,1455.3235
2025-04-16,1490.74,1502.29,1440.8,1471.55,211730,INFY,1638.076,1696.8312,,1605.3921,1656.5977,,23.5446,-56.79,-42.6203,-14.1697,1649.6255,1754.1161,1545.1349,1858.6067,1440.6443
2025-04-17,1476.4,1521.8,1456.66,1489.23,513611,INFY,1623.415,1691.087,,1594.3291,1650.0342,,27.8923,-58.8222,-45.8607,-12.9615,1642.8903,1746.6256,1539.155,1850.3609,1435.4197
2025-04-18,1492.23,1522.39,1487.73,1505.06,1105992,INFY,1610.7955,1685.69,,1585.8273,1644.349,,31.6405,-58.4813,-48.3848,-10.0965,1633.6729,1735.58,1531.7658,1837.4872,1429.8586
2025-04-21,1522.42,1558.87,1487.64,1523.25,1536679,INFY,1598.146,1680.9672,,1579.8675,1639.6,,35.772,-56.0967,-49.9272,-6.1695,1622.597,1718.4062,1526.7878,1814.2154,1430.9786
2025-04-22,1580.58,1628.54,1554.52,1591.53,1740450,INFY,1589.0985,1677.787,,1580.9782,1637.7149,,48.3829,-48.1422,-49.5702,1.428,1616.6578,1703.2372,1530.0784,1789.8166,1443.499
2025-04-23,1580.43,1624.52,1561.46,1592.99,1474780,INFY,1579.2795,1674.3284,,1582.1222,1635.961,,48.6152,-41.245,-47.9052,6.6602,1584.6565,1657.3498,1511.9632,1730.043,1439.27
2025-04-24,1577.16,1619.51,1540.71,1580.11,1738804,INFY,1570.6155,1670.1236,,1581.9306,1633.7707,,46.6216,-36.3987,-45.6039,9.2052,1576.8853,1636.9666,1516.804,1697.0478,1456.7228
2025-04-25,1563.81,1601.76,1540.49,1571.12,2663044,INFY,1563.5415,1666.1468,,1580.901,1631.3138,,45.2275,-32.9041,-43.0639,10.1598,1568.4344,1618.3955,1518.4733,1668.3566,1468.5122
2025-04-28,1585.19,1601.84,1552.77,1577.3,1230858,INFY,1558.8715,1662.082,,1580.558,1629.1957,,46.4138,-29.2981,-40.3107,11.0126,1564.482,1607.8266,1521.1374,1651.1712,1477.7928
2025-04-29,1582.47,1590.21,1558.16,1574.18,1372695,INFY,1554.832,1659.4066,,1579.9506,1627.0382,,45.8736,-26.388,-37.5262,11.1382,1561.5434,1598.7975,1524.2893,1636.0516,1487.0352
2025-04-30,1585.46,1625.41,1561.8,1593.6,839229,INFY,1553.659,1656.8342,,1581.2505,1625.7269,,49.7905,-22.258,-34.4726,12.2146,1560.3434,1595.8642,1524.8226,1631.3851,1489.3017
2025-05-01,1616.39,1618.89,1573.38,1596.14,1470371,INFY,1553.805,1654.3188,,1582.6686,1624.5666,,50.2972,-18.5661,-31.2913,12.7252,1561.7089,1597.4063,1526.0115,1633.1036,1490.3142
2025-05-02,1602.19,1602.91,1573.67,1588.29,994899,INFY,1554.4225,1651.3816,,1583.204,1623.144,,48.6629,-16.0881,-28.2506,12.1625,1561.1808,1597.3844,1524.9772,1633.5881,1488.7735
2025-05-05,1599.31,1650.13,1587.82,1618.98,657546,INFY,1558.0775,1648.9932,,1586.6112,1622.9807,,54.8408,-11.5152,-24.9035,13.3883,1564.0705,1602.9566,1525.1844,1641.8427,1486.2983
2025-05-06,1655.5,1656.81,1603.43,1630.12,1061510,INFY,1562.2195,1646.6974,,1590.7549,1623.2607,,56.8697,-6.9125,-21.3053,14.3928,1567.6964,1609.6618,1525.731,1651.6272,1483.7656
2025-05-07,1583.67,1603.36,1569.83,1586.59,1013755,INFY,1563.26,1644.3018,,1590.3582,1621.8226,,47.8273,-6.7001,-18.3843,11.6842,1568.5498,1610.8648,1526.2348,1653.1797,1483.9199
2025-05-08,1589.62,1602.3,1578.15,1590.23,4097726,INFY,1564.684,1641.719,,1590.346,1620.5837,,48.5638,-6.167,-15.9408,9.7738,1572.2142,1614.9526,1529.4758,1657.6911,1486.7373
2025-05-09,1569.6,1580.59,1544.04,1562.32,707942,INFY,1565.7125,1638.7718,,1587.6769,1618.2988,,43.494,-7.9054,-14.3337,6.4283,1573.0124,1615.4161,1530.6087,1657.8198,1488.205
2025-05-12,1615.21,1627.77,1553.52,1590.65,950374,INFY,1568.1405,1636.0664,,1587.96,1617.2146,,49.2818,-6.9175,-12.8505,5.933,1576.0657,1618.4357,1533.6957,1660.8056,1491.3258
2025-05-13,1565.73,1590.45,1548.93,1569.69,1236338,INFY,1570.1465,1632.746,,1586.22,1615.3509,,45.5633,-7.7366,-11.8277,4.0911,1577.0123,1618.3982,1535.6264,1659.7841,1494.2405
2025-05-14,1580.86,1635.69,1578.74,1607.21,1819386,INFY,1576.9295,1630.2098,,1588.2191,1615.0316,,52.4761,-5.2971,-10.5216,5.2245,1579.7501,1614.7499,1544.7503,1649.7498,1509.7504
2025-05-15,1578.49,1628.34,1570.22,1599.28,829240,INFY,1582.432,1628.5712,,1589.2725,1614.4139,,51.0019,-3.9581,-9.2089,5.2508,1581.9464,1610.4877,1553.4051,1639.029,1524.8638
2025-05-16,1600.72,1609.31,1557.91,1583.61,627617,INFY,1586.3595,1625.678,,1588.7332,1613.2059,,48.125,-4.1139,-8.1899,4.076,1585.0138,1606.9993,1563.0283,1628.9849,1541.0427
2025-05-19,1560.11,1615.32,1550.48,1582.9,4756663,INFY,1589.342,1622.5902,,1588.1777,1612.0174,,47.9929,-4.2458,-7.4011,3.1553,1587.7261,1604.0058,1571.4464,1620.2856,1555.1666
2025-05-20,1627.39,1641.02,1618.64,1629.83,1704406,INFY,1591.257,1619.7478,,1592.1446,1612.716,,56.4936,-0.557,-6.0323,5.4753,1589.8109,1608.4441,1571.1777,1627.0772,1552.5446
2025-05-21,1618.45,1641.44,1606.56,1624.0,1227055,INFY,1592.8075,1618.5268,,1595.1784,1613.1585,,55.2846,1.8744,-4.4509,6.3253,1591.0129,1611.0362,1570.9896,1631.0595,1550.9663
2025-05-22,1619.3,1631.79,1606.76,1619.27,1892906,INFY,1594.7655,1617.6526,,1597.4728,1613.3981,,54.2699,3.3806,-2.8846,6.2652,1593.3386,1613.9608,1572.7164,1634.583,1552.0942
2025-05-23,1639.44,1655.7,1618.0,1636.85,1213578,INFY,1598.052,1616.3024,,1601.2231,1614.3178,,57.3995,5.9245,-1.1228,7.0473,1597.1079,1618.9643,1575.2515,1640.8207,1553.3951
