date,open,high,low,close,volume,symbol,sma_20,sma_50,sma_200,ema_20,ema_50,ema_200,rsi_14,macd_line,macd_signal,macd_hist,vwap,vwap_upper_1,vwap_lower_1,vwap_upper_2,vwap_lower_2
2024-12-27,3621.28,3640.57,3599.59,3620.08,1182235,TCS,3819.8685,,,3763.8242,,,36.2293,-80.798,-49.285,-31.513,3800.2762,3976.0754,3624.477,4151.8746,3448.6778
2024-12-30,3660.06,3703.18,3655.27,3679.23,879628,TCS,3818.062,,,3755.7677,,,41.6868,-77.084,-54.8448,-22.2392,3799.6827,3976.7931,3622.5723,4153.9035,3445.4619
2024-12-31,3649.17,3683.36,3616.27,3649.82,2057880,TCS,3809.7795,,,3745.6774,,,39.8602,-75.6418,-59.0042,-16.6376,3787.2458,3968.313,3606.1786,4149.3803,3425.1113
2025-01-01,3725.21,3821.74,3677.2,3749.47,820868,TCS,3803.0315,,,3746.0386,,,48.1502,-65.7006,-60.3435,-5.3571,3781.7108,3962.3639,3601.0577,4143.017,3420.4046
2025-01-02,3687.76,3745.18,3664.43,3704.8,937850,TCS,3789.28,,,3742.1111,,,45.1459,-60.7266,-60.4201,-0.3065,3772.6934,3949.6091,3595.7777,4126.5248,3418.862
2025-01-03,3660.19,3716.56,3627.66,3672.11,2601867,TCS,3770.854,,,3735.4443,,,43.0301,-58.7453,-60.0851,1.3398,3744.4868,3912.8292,3576.1444,4081.1715,3407.8021
2025-01-06,3737.67,3800.09,3708.6,3754.35,2010494,TCS,3753.0045,,,3737.2449,,,49.4489,-49.9631,-58.0607,8.0976,3733.5304,3881.5726,3585.4882,4029.6147,3437.4461
2025-01-07,3781.76,3855.92,3751.01,3803.46,2622331,TCS,3741.9865,,,3743.5511,,,52.8642,-38.5954,-54.1677,15.5723,3727.12,3861.5169,3592.7231,3995.9139,3458.3261
2025-01-08,3827.68,3833.91,3762.48,3798.2,374976,TCS,3731.863,,,3748.7557,,,52.4554,-29.6689,-49.2679,19.599,3721.641,3842.4677,3600.8143,3963.2943,3479.9877
2025-01-09,3801.02,3894.42,3796.01,3845.21,852473,TCS,3723.8195,,,3757.9419,,,55.7488,-18.587,-43.1317,24.5447,3719.0189,3825.0829,3612.9549,3931.1469,3506.8909
2025-01-10,3767.64,3891.6,3756.12,3823.86,1456182,TCS,3720.4775,,,3764.2198,,,53.922,-11.3959,-36.7846,25.3887,3721.4663,3822.9496,3619.983,3924.433,3518.4996
2025-01-13,3857.6,3889.0,3747.37,3818.19,1481523,TCS,3718.838,,,3769.3598,,,53.4213,-6.0843,-30.6445,24.5602,3719.8062,3819.3158,3620.2966,3918.8253,3520.7871
2025-01-14,3791.37,3913.91,3738.83,3826.37,690283,TCS,3714.736,,,3774.7893,,,54.0837,-1.201,-24.7558,23.5548,3709.8599,3802.6042,3617.1156,3895.3485,3524.3713
2025-01-15,3797.71,3829.07,3767.8,3798.43,1372059,TCS,3712.907,,,3777.0408,,,51.3952,0.4099,-19.7227,20.1326,3706.967,3797.5505,3616.3835,3888.1339,3525.8001
2025-01-16,3698.75,3832.54,3687.24,3759.89,973612,TCS,3717.603,,,3775.4074,,,47.8611,-1.4071,-16.0596,14.6525,3710.1196,3800.5762,3619.663,3891.0328,3529.2064
2025-01-17,3838.08,3880.34,3739.04,3809.69,811872,TCS,3726.227,,,3778.6724,,,52.4145,1.158,-12.616,13.774,3716.6647,3807.2751,3626.0543,3897.8855,3535.4439
2025-01-20,3667.36,3801.08,3641.71,3721.39,1133916,TCS,3730.26,3824.223,,3773.217,3802.6485,,44.9231,-3.8894,-10.8707,6.9813,3722.4222,3810.7941,3634.0503,3899.166,3545.6784
2025-01-21,3713.11,3735.08,3655.19,3695.13,1128166,TCS,3735.3785,3820.585,,3765.7801,3798.4321,,42.9568,-9.8944,-10.6755,0.7811,3724.7124,3807.4885,3641.9363,3890.2647,3559.1601
2025-01-22,3621.69,3758.81,3602.49,3680.65,2006497,TCS,3741.736,3816.7004,,3757.6725,3793.8131,,41.8685,-15.6415,-11.6687,-3.9728,3728.7381,3801.0292,3656.447,3873.3203,3584.1559
2025-01-23,3655.55,3714.28,3536.87,3625.58,1365375,TCS,3741.7955,3810.5848,,3745.0922,3787.2158,,37.9326,-24.359,-14.2067,-10.1523,3733.675,3805.8652,3661.4848,3878.0553,3589.2947
2025-01-24,3608.46,3614.47,3562.7,3588.59,1335560,TCS,3740.221,3804.0374,,3730.1873,3779.4265,,35.5173,-33.8621,-18.1378,-15.7243,3731.465,3806.7279,3656.2021,3881.9909,3580.9391
2025-01-27,3594.11,3634.36,3588.28,3611.32,935743,TCS,3736.8255,3795.982,,3718.8666,3772.8341,,38.1245,-39.1085,-22.3319,-16.7766,3729.0002,3808.5682,3649.4322,3888.1362,3569.8642
2025-01-28,3643.03,3649.82,3607.76,3628.79,1010365,TCS,3735.774,3788.8148,,3710.2879,3767.1853,,40.1281,-41.3796,-26.1415,-15.2381,3731.3805,3812.2863,3650.4747,3893.1921,3569.5689
2025-01-29,3629.78,3669.62,3590.76,3630.19,1922026,TCS,3729.81,3781.3572,,3702.6595,3761.813,,40.295,-42.5757,-29.4283,-13.1474,3723.6338,3807.8073,3639.4603,3891.9808,3555.2868
2025-01-30,3635.65,3710.35,3600.41,3655.38,3381479,TCS,3727.339,3776.0816,,3698.1567,3757.6391,,43.3539,-41.0182,-31.7463,-9.2719,3716.4006,3802.0592,3630.742,3887.7179,3545.0833
2025-01-31,3631.5,3646.45,3502.52,3574.48,925467,TCS,3722.4575,3769.0372,,3686.3779,3750.4564,,36.828,-45.784,-34.5538,-11.2302,3715.8212,3807.3718,3624.2706,3898.9224,3532.72
2025-02-03,3582.34,3631.02,3471.56,3551.29,2363829,TCS,3712.3045,3762.0366,,3673.5124,3742.646,,35.1927,-50.8461,-37.8123,-13.0338,3699.2499,3798.0502,3600.4496,3896.8506,3501.6492
2025-02-04,3711.89,3717.43,3570.65,3644.04,738898,TCS,3704.3335,3756.5158,,3670.7055,3738.7791,,45.5976,-46.8338,-39.6166,-7.2172,3687.2898,3784.7707,3589.8089,3882.2516,3492.328
2025-02-05,3685.22,3702.59,3593.51,3648.05,892192,TCS,3696.826,3752.68,,3668.5479,3735.2211,,46.0012,-42.8367,-40.2606,-2.5761,3684.4293,3780.0652,3588.7934,3875.7012,3493.1574
2025-02-06,3639.09,3706.29,3603.77,3655.03,358704,TCS,3687.317,3750.3976,,3667.2604,3732.0763,,46.742,-38.66,-39.9405,1.2805,3678.8133,3768.1672,3589.4594,3857.521,3500.1056
2025-02-07,3631.98,3702.03,3630.73,3666.38,1710375,TCS,3679.443,3749.3348,,3667.1766,3729.5,,47.9914,-34.0417,-38.7607,4.719,3670.053,3753.4836,3586.6224,3836.9142,3503.1918
2025-02-10,3673.9,3698.09,3583.79,3640.94,1157710,TCS,3670.5805,3747.8464,,3664.6779,3726.027,,45.4195,-32.0649,-37.4216,5.3567,3660.3953,3737.4853,3583.3053,3814.5753,3506.2153
2025-02-11,3663.62,3789.11,3632.23,3710.67,923890,TCS,3664.7955,3745.7504,,3669.0581,3725.4248,,52.8743,-24.5882,-34.8549,10.2667,3657.8196,3726.4843,3589.1549,3795.1491,3520.4901
2025-02-12,3653.49,3737.46,3619.54,3678.5,1584639,TCS,3658.799,3741.6318,,3669.9573,3723.5846,,49.5142,-21.0164,-32.0872,11.0708,3651.8122,3713.0244,3590.6,3774.2365,3529.3879
2025-02-13,3711.02,3723.78,3600.09,3661.94,957539,TCS,3653.9015,3735.274,,3669.1938,3721.1672,,47.8293,-19.2995,-29.5297,10.2302,3648.2268,3704.6567,3591.7969,3761.0867,3535.3669
2025-02-14,3601.44,3653.72,3513.89,3583.81,633643,TCS,3642.6075,3726.1376,,3661.062,3715.7806,,40.7786,-23.967,-28.4171,4.4501,3641.7314,3686.8012,3596.6616,3731.871,3551.5918
2025-02-17,3543.47,3593.44,3503.73,3548.58,3124016,TCS,3633.967,3714.8824,,3650.3494,3709.2237,,38.0545,-30.1612,-28.7659,-1.3953,3628.3309,3674.0616,3582.6002,3719.7923,3536.8695
2025-02-18,3514.47,3574.15,3502.2,3538.17,693496,TCS,3626.119,3705.1694,,3639.6656,3702.5157,,37.2624,-35.5008,-30.1129,-5.3879,3623.4101,3671.4987,3575.3215,3719.5874,3527.2328
2025-02-19,3480.53,3552.37,3431.71,3492.04,1491796,TCS,3616.6885,3694.9968,,3625.6061,3694.2618,,33.8954,-42.9596,-32.6822,-10.2774,3612.11,3666.9603,3557.2597,3721.8107,3502.4093
2025-02-20,3453.85,3519.69,3351.72,3435.7,1567865,TCS,3607.1945,3683.5892,,3607.5198,3684.1221,,30.295,-52.8082,-36.7074,-16.1008,3601.4648,3669.5347,3533.3949,3737.6045,3465.3251
2025-02-21,3519.0,3520.89,3435.94,3478.41,508708,TCS,3601.6855,3675.3434,,3595.2236,3676.055,,35.8573,-56.5155,-40.6691,-15.8464,3599.7761,3673.6423,3525.9099,3747.5085,3452.0437
2025-02-24,3557.32,3572.58,3482.24,3527.41,1048017,TCS,3597.49,3668.872,,3588.7652,3670.2258,,41.6138,-54.8672,-43.5087,-11.3585,3596.5665,3672.2181,3520.9149,3747.8697,3445.2633
2025-02-25,3556.58,3571.8,3445.27,3508.54,2888611,TCS,3591.4775,3660.8746,,3581.1247,3663.8851,,40.1205,-54.4558,-45.6981,-8.7577,3586.6318,3664.4136,3508.85,3742.1954,3431.0682
2025-02-26,3545.91,3550.67,3464.69,3507.68,1398126,TCS,3585.352,3654.328,,3574.1299,3657.7595,,40.05,-53.5815,-47.2748,-6.3067,3579.7849,3659.1651,3500.4047,3738.5454,3421.0244
2025-02-27,3495.99,3539.39,3370.32,3454.85,2468117,TCS,3575.3255,3650.1056,,3562.7699,3649.8022,,35.8772,-56.5002,-49.1199,-7.3803,3559.2288,3641.8945,3476.5631,3724.5602,3393.8974
2025-02-28,3551.49,3563.05,3441.57,3502.31,2777401,TCS,3571.717,3647.4076,,3557.0119,3644.0182,,41.7489,-54.3572,-50.1673,-4.1899,3553.349,3637.6133,3469.0847,3721.8776,3384.8204
2025-03-03,3612.16,3612.16,3461.08,3536.62,1032522,TCS,3570.9835,3645.3254,,3555.0698,3639.8065,,45.6253,-49.3217,-49.9982,0.6765,3552.9053,3637.4203,3468.3903,3721.9352,3383.8754
2025-03-04,3512.65,3543.71,3494.31,3519.01,774484,TCS,3564.732,3643.8504,,3551.6355,3635.0694,,44.0066,-46.2192,-49.2424,3.0232,3549.5618,3633.0058,3466.1178,3716.4499,3382.6737
2025-03-05,3515.45,3567.53,3460.51,3514.02,1406590,TCS,3558.0305,3643.0608,,3548.0531,3630.3224,,43.5352,-43.6598,-48.1259,4.4661,3544.7255,3626.4912,3462.9598,3708.2569,3381.1941
2025-03-06,3463.24,3608.4,3462.71,3535.55,1399797,TCS,3552.0565,3641.284,,3546.8623,3626.6058,,46.2121,-39.4396,-46.3886,6.949,3542.9519,3621.5614,3464.3424,3700.1709,3385.7329
2025-03-07,3691.78,3728.56,3577.83,3653.2,1578194,TCS,3551.3975,3641.9464,,3556.9897,3627.6487,,57.9447,-26.2985,-42.3706,16.0721,3541.69,3619.3398,3464.0402,3696.9896,3386.3904
2025-03-10,3546.64,3619.24,3515.85,3567.54,970158,TCS,3547.7275,3639.7126,,3557.9945,3625.2915,,49.4817,-22.5364,-38.4038,15.8674,3538.6168,3613.497,3463.7366,3688.3772,3388.8564
2025-03-11,3561.48,3634.77,3492.22,3563.49,1128457,TCS,3540.3685,3637.986,,3558.5179,3622.8679,,49.1164,-19.6551,-34.654,14.9989,3534.1698,3598.7124,3469.6272,3663.2551,3405.0845
2025-03-12,3496.57,3531.78,3494.75,3513.26,803099,TCS,3532.1065,3633.2618,,3554.2076,3618.5696,,44.7084,-21.1806,-31.9593,10.7787,3525.601,3581.5327,3469.6693,3637.4644,3413.7376
2025-03-13,3494.21,3530.7,3474.89,3502.79,1354890,TCS,3524.149,3629.2216,,3549.3107,3614.0292,,43.8256,-22.9696,-30.1614,7.1918,3520.043,3567.1577,3472.9283,3614.2724,3425.8136
2025-03-14,3672.33,3683.72,3566.97,3625.35,403300,TCS,3526.226,3628.2864,,3556.5525,3614.4731,,55.0225,-14.3327,-26.9957,12.663,3520.1146,3570.7795,3469.4497,3621.4443,3418.7849
2025-03-17,3609.84,3637.54,3531.35,3584.45,1765476,TCS,3528.0195,3624.8884,,3559.2094,3613.2958,,51.3445,-10.6652,-23.7296,13.0644,3521.012,3573.1237,3468.9003,3625.2355,3416.7885
2025-03-18,3575.62,3669.88,3563.01,3616.45,2134455,TCS,3531.9335,3621.1482,,3564.6609,3613.4195,,53.9388,-5.1176,-20.0072,14.8896,3527.6486,3583.3767,3471.9205,3639.1048,3416.1924
2025-03-19,3547.7,3621.37,3537.59,3579.48,706020,TCS,3536.3055,3616.7738,,3566.0723,3612.0885,,50.5831,-3.662,-16.7381,13.0761,3530.8397,3586.7031,3474.9763,3642.5665,3419.1129
2025-03-20,3612.07,3693.52,3546.84,3620.18,2176212,TCS,3545.5295,3612.2732,,3571.2254,3612.4058,,53.9776,0.7669,-13.2371,14.004,3542.8019,3596.3625,3489.2413,3649.9231,3435.6807
2025-03-21,3649.5,3671.3,3521.27,3596.29,1059428,TCS,3551.4235,3607.7218,,3573.6125,3611.7738,,51.7314,2.3223,-10.1252,12.4475,3545.8565,3598.1124,3493.6006,3650.3683,3441.3447
2025-03-24,3662.0,3678.14,3504.42,3591.28,1161275,TCS,3554.617,3603.1836,,3575.2951,3610.9701,,51.2497,3.1148,-7.4772,10.592,3548.3093,3600.9705,3495.6481,3653.6317,3442.9869
2025-03-25,3499.03,3559.07,3445.36,3502.22,1058352,TCS,3554.301,3596.7006,,3568.3356,3606.7054,,43.4966,-3.4043,-6.6626,3.2583,3550.7082,3603.6785,3497.7379,3656.6488,3444.7676
2025-03-26,3525.27,3525.66,3361.92,3443.79,1202612,TCS,3551.1065,3589.6078,,3556.4741,3600.3166,,39.2963,-13.1341,-7.9569,-5.1772,3548.2075,3605.8572,3490.5578,3663.5069,3432.9081
2025-03-27,3367.87,3465.83,3363.58,3414.71,575185,TCS,3549.0995,3582.7042,,3542.9727,3593.0379,,37.3626,-22.9273,-10.951,-11.9763,3554.2395,3615.9715,3492.5075,3677.7035,3430.7755
2025-03-28,3466.06,3538.43,3439.47,3488.95,1460213,TCS,3548.4315,3576.2894,,3537.8277,3588.956,,44.8271,-24.4164,-13.6441,-10.7723,3556.2639,3618.5982,3493.9296,3680.9325,3431.5953
2025-03-31,3459.37,3501.56,3382.21,3441.88,692162,TCS,3543.6945,3570.6992,,3528.6898,3583.1883,,41.454,-29.0598,-16.7272,-12.3326,3553.7908,3620.5149,3487.0667,3687.2389,3420.3427
2025-04-01,3416.03,3442.62,3345.63,3394.13,446078,TCS,3537.4505,3564.6792,,3515.8746,3575.7743,,38.3052,-36.1757,-20.6169,-15.5588,3551.9048,3626.446,3477.3636,3700.9871,3402.8225
2025-04-02,3428.27,3430.56,3326.02,3378.29,1420898,TCS,3530.664,3558.632,,3502.7713,3568.0298,,37.2932,-42.6021,-25.014,-17.5881,3543.6737,3626.2102,3461.1372,3708.7467,3378.6007
2025-04-03,3349.77,3372.19,3338.58,3355.38,1449876,TCS,3521.6555,3553.228,,3488.7341,3559.6906,,35.8192,-48.9792,-29.807,-19.1722,3532.5624,3623.9002,3441.2246,3715.2381,3349.8867
2025-04-04,3396.61,3458.63,3389.49,3424.06,1239292,TCS,3510.1985,3549.9374,,3482.5746,3554.3717,,43.082,-47.9386,-33.4333,-14.5053,3518.5647,3606.8543,3430.2751,3695.1438,3341.9856
2025-04-07,3433.28,3503.5,3387.56,3445.53,2045653,TCS,3504.098,3546.6216,,3479.0466,3550.1034,,45.1708,-44.8642,-35.7195,-9.1447,3510.4553,3598.7893,3422.1213,3687.1233,3333.7873
2025-04-08,3496.57,3540.49,3386.6,3463.54,2682483,TCS,3499.1005,3543.3166,,3477.5697,3546.7088,,46.9302,-40.5076,-36.6771,-3.8305,3503.2682,3590.8895,3415.6469,3678.5108,3328.0256
2025-04-09,3328.3,3411.4,3302.06,3356.73,793817,TCS,3491.274,3537.8474,,3466.0612,3539.2586,,38.9481,-45.1531,-38.3723,-6.7808,3498.4536,3591.5624,3405.3448,3684.6713,3312.2359
2025-04-10,3490.71,3513.3,3477.37,3495.33,1169162,TCS,3490.901,3534.6464,,3468.8487,3537.536,,50.6725,-37.2218,-38.1422,0.9204,3498.082,3591.1572,3405.0068,3684.2324,3311.9316
2025-04-11,3538.51,3540.03,3408.23,3474.13,967965,TCS,3483.34,3532.6394,,3469.3517,3535.0494,,49.1187,-32.2748,-36.9687,4.6939,3495.2388,3582.796,3407.6816,3670.3532,3320.1244
2025-04-14,3449.56,3519.98,3388.91,3454.45,1425894,TCS,3476.84,3530.7026,,3467.9325,3531.8887,,47.6578,-29.601,-35.4952,5.8942,3486.9015,3571.3272,3402.4758,3655.7529,3318.0501
2025-04-15,3410.23,3443.09,3383.12,3413.1,2426379,TCS,3466.6725,3526.0838,,3462.7103,3527.2303,,44.6526,-30.4674,-34.4896,4.0222,3469.4861,3548.2699,3390.7023,3627.0538,3311.9184
2025-04-16,3366.87,3474.93,3347.72,3411.32,1810925,TCS,3458.2645,3521.3492,,3457.816,3522.6848,,44.5225,-30.9411,-33.7799,2.8388,3462.7744,3537.7674,3387.7814,3612.7605,3312.7883
2025-04-17,3392.87,3412.73,3316.29,3364.51,1520646,TCS,3445.481,3515.5388,,3448.9297,3516.4819,,41.1275,-34.6936,-33.9627,-0.7309,3444.2849,3511.6254,3376.9444,3578.9659,3309.6039
2025-04-18,3460.85,3535.29,3456.48,3495.89,1184966,TCS,3440.461,3512.129,,3453.4021,3515.6743,,52.1548,-26.7579,-32.5217,5.7638,3440.5485,3499.2424,3381.8546,3557.9364,3323.1606
2025-04-21,3399.43,3501.65,3373.1,3437.38,1138432,TCS,3432.766,3508.0578,,3451.8762,3512.604,,47.8557,-24.9029,-30.9979,6.095,3433.8602,3480.6146,3387.1058,3527.3689,3340.3515
2025-04-22,3456.56,3532.2,3385.66,3458.93,1271489,TCS,3430.6015,3503.023,,3452.548,3510.4991,,49.5066,-21.4467,-29.0877,7.641,3432.3571,3476.6652,3388.049,3520.9733,3343.7409
2025-04-23,3429.65,3540.89,3372.86,3456.87,1041532,TCS,3431.2555,3498.5904,,3452.9596,3508.396,,49.3458,-18.6588,-27.0019,8.3431,3432.7975,3477.4061,3388.1889,3522.0147,3343.5803
2025-04-24,3510.15,3600.97,3441.44,3521.21,1701326,TCS,3436.5805,3495.7758,,3459.4597,3508.8985,,54.3355,-11.1294,-23.8274,12.698,3438.5638,3487.262,3389.8656,3535.9602,3341.1674
2025-04-25,3522.3,3548.01,3451.24,3499.63,1476076,TCS,3437.1145,3494.0922,,3463.2854,3508.5351,,52.4686,-6.8249,-20.4269,13.602,3439.1572,3488.5138,3389.8006,3537.8703,3340.4441
2025-04-28,3497.0,3522.29,3432.21,3477.25,727588,TCS,3438.883,3492.6656,,3464.6154,3507.3082,,50.5296,-5.16,-17.3735,12.2135,3440.0816,3490.245,3389.9182,3540.4083,3339.7549
2025-04-29,3465.58,3471.54,3416.48,3444.01,1167657,TCS,3441.377,3490.7824,,3462.653,3504.8259,,47.7095,-6.4483,-15.1885,8.7402,3440.9569,3490.0056,3391.9082,3539.0542,3342.8596
2025-04-30,3529.81,3567.29,3502.79,3535.04,2530486,TCS,3449.2145,3491.6424,,3469.547,3506.0108,,55.1,-0.1226,-12.1753,12.0527,3451.9445,3502.8695,3401.0195,3553.7946,3350.0944
2025-05-01,3507.1,3531.11,3394.99,3463.05,1882344,TCS,3454.598,3492.1894,,3468.9282,3504.326,,49.1801,-0.908,-9.9218,9.0138,3457.2718,3503.2016,3411.342,3549.1314,3365.4122
2025-05-02,3535.15,3564.8,3412.39,3488.6,576833,TCS,3457.825,3492.3932,,3470.8017,3503.7093,,51.1847,0.5252,-7.8324,8.3576,3459.2767,3505.2151,3413.3383,3551.1535,3367.3999
2025-05-05,3471.47,3508.62,3454.47,3481.54,669056,TCS,3459.6255,3491.4758,,3471.8244,3502.8399,,50.5909,1.079,-6.0501,7.1291,3460.8041,3506.9406,3414.6676,3553.0771,3368.5311
2025-05-06,3398.57,3527.95,3387.17,3457.56,648950,TCS,3459.3265,3490.4562,,3470.4659,3501.0643,,48.5314,-0.4124,-4.9226,4.5102,3460.4423,3506.5715,3414.3131,3552.7007,3368.1839
2025-05-07,3483.5,3525.75,3438.41,3482.08,1178568,TCS,3465.594,3489.9442,,3471.572,3500.3198,,50.7396,0.3798,-3.8621,4.2419,3464.5089,3504.0032,3425.0146,3543.4975,3385.5203
2025-05-08,3520.24,3550.32,3433.84,3492.08,559257,TCS,3465.4315,3490.6888,,3473.5251,3499.9967,,51.6507,1.7939,-2.7309,4.5248,3463.7129,3503.0848,3424.341,3542.4567,3384.9691
2025-05-09,3470.96,3559.91,3393.82,3476.87,1273679,TCS,3465.5685,3490.18,,3473.8437,3499.0897,,50.1319,1.668,-1.8511,3.5191,3463.9674,3503.3758,3424.559,3542.7843,3385.1505
2025-05-12,3493.73,3519.13,3482.88,3501.0,2094536,TCS,3467.896,3489.4676,,3476.43,3499.1646,,52.5173,3.4753,-0.7858,4.2611,3467.3583,3507.4444,3427.2722,3547.5306,3387.186
2025-05-13,3448.45,3489.78,3421.45,3455.61,424795,TCS,3470.0215,3488.1996,,3474.4472,3497.4566,,47.8779,1.2308,-0.3825,1.6133,3472.449,3510.5551,3434.3429,3548.6611,3396.2369
2025-05-14,3470.18,3525.83,3445.44,3485.63,1185573,TCS,3473.737,3487.6318,,3475.5122,3496.9928,,50.9634,1.853,0.0646,1.7884,3477.6575,3513.2809,3442.0341,3548.9044,3406.4106
2025-05-15,3506.91,3559.52,3410.94,3485.23,1910831,TCS,3479.773,3486.6254,,3476.4377,3496.5315,,50.9201,2.2875,0.5092,1.7783,3485.2264,3509.9187,3460.5341,3534.611,3435.8418
2025-05-16,3536.03,3595.36,3492.81,3544.08,2413953,TCS,3482.1825,3484.443,,3482.8798,3498.3962,,56.7377,7.2964,1.8666,5.4298,3490.2295,3518.6479,3461.8111,3547.0663,3433.3927
2025-05-19,3468.98,3497.16,3437.2,3467.18,1650886,TCS,3483.6725,3482.4358,,3481.3846,3497.172,,48.6266,5.0031,2.4939,2.5092,3491.0677,3517.7408,3464.3946,3544.4139,3437.7215
2025-05-20,3457.8,3543.6,3424.86,3484.23,533033,TCS,3484.9375,3480.8506,,3481.6556,3496.6645,,50.3223,4.5095,2.897,1.6125,3492.5189,3518.5489,3466.4889,3544.579,3440.4588
2025-05-21,3442.56,3463.57,3354.46,3409.02,1487753,TCS,3482.545,3478.7658,,3474.7379,3493.2274,,43.5013,-1.9283,1.932,-3.8603,3489.1807,3519.7332,3458.6282,3550.2856,3428.0758
2025-05-22,3407.92,3482.76,3407.64,3445.2,1264643,TCS,3478.7445,3477.614,,3471.9248,3491.344,,47.2084,-4.064,0.7328,-4.7968,3484.8891,3515.1047,3454.6735,3545.3203,3424.4579
