date,close,signal,position,entry_price,exit_price,trade_reason
2025-07-04,3397.26,0,0,,,
2025-07-07,3421.44,0,0,,,
2025-07-08,3486.82,0,0,,,
2025-07-09,3556.09,0,0,,,
2025-07-10,3675.82,0,0,,,
2025-07-11,3715.64,0,0,,,
2025-07-14,3743.74,0,0,,,
2025-07-15,3805.37,0,0,,,
2025-07-16,3875.09,0,0,,,
2025-07-17,3777.25,0,0,,,
2025-07-18,3742.51,0,0,,,
2025-07-21,3724.77,0,0,,,
2025-07-22,3636.75,0,0,,,
2025-07-23,3651.13,0,0,,,
2025-07-24,3666.65,0,0,,,
2025-07-25,3701.06,0,0,,,
2025-07-28,3739.67,0,0,,,
2025-07-29,3734.93,0,0,,,
2025-07-30,3731.15,0,0,,,
2025-07-31,3693.71,0,0,,,
2025-08-01,3681.25,0,0,,,
2025-08-04,3709.91,0,0,,,
2025-08-05,3707.72,0,0,,,
2025-08-06,3728.39,0,0,,,
2025-08-07,3794.35,0,0,,,
2025-08-08,3778.6,0,0,,,
2025-08-11,3783.03,0,0,,,
2025-08-12,3796.65,0,0,,,
2025-08-13,3899.38,0,0,,,
2025-08-14,3839.89,0,0,,,
2025-08-15,3830.91,0,0,,,
2025-08-18,3781.96,0,0,,,
2025-08-19,3885.42,0,0,,,
2025-08-20,3908.47,0,0,,,
2025-08-21,3887.8,0,0,,,
2025-08-22,3844.03,0,0,,,
2025-08-25,3929.52,0,0,,,
2025-08-26,3939.28,0,0,,,
2025-08-27,3948.87,0,0,,,
2025-08-28,3960.79,0,0,,,
2025-08-29,3964.1,0,0,,,
2025-09-01,3988.32,0,0,,,
2025-09-02,3947.85,0,0,,,
2025-09-03,3893.21,0,0,,,
2025-09-04,3944.02,0,0,,,
2025-09-05,3991.19,0,0,,,
2025-09-08,4055.41,0,0,,,
2025-09-09,4097.71,0,0,,,
2025-09-10,4089.0,0,0,,,
2025-09-11,4014.44,0,0,,,
2025-09-12,4220.48,0,0,,,
2025-09-15,4242.83,0,0,,,
2025-09-16,4255.21,0,0,,,
2025-09-17,4111.89,0,0,,,
2025-09-18,4094.14,0,0,,,
2025-09-19,4076.45,0,0,,,
2025-09-22,4031.04,0,0,,,
2025-09-23,3948.21,0,0,,,
2025-09-24,3857.28,0,0,,,
2025-09-25,3901.1,1,1,3901.1,,BUY | close=3901.10 < vwap_lower_1=3905.31 & RSI=44.0<45.0 & close>sma_50
2025-09-26,3894.71,0,1,,,
2025-09-29,3838.33,0,1,,,
2025-09-30,3728.04,0,1,,,
2025-10-01,3704.6,0,1,,,
2025-10-02,3756.01,0,1,,,
2025-10-03,3719.1,0,1,,,
2025-10-06,3716.95,0,1,,,
2025-10-07,3738.96,0,1,,,
2025-10-08,3838.79,0,1,,,
2025-10-09,3799.94,0,1,,,
2025-10-10,3793.5,0,1,,,
2025-10-13,3766.7,0,1,,,
2025-10-14,3800.61,0,1,,,
2025-10-15,3797.16,0,1,,,
2025-10-16,3834.42,-1,-1,,3834.42,SELL | VWAP target hit (close=3834.42 >= vwap=3821.18)
2025-10-17,3788.84,0,-1,,,
2025-10-20,3828.42,0,-1,,,
2025-10-21,3753.28,0,-1,,,
2025-10-22,3800.31,0,-1,,,
2025-10-23,3789.11,0,-1,,,
2025-10-24,3713.9,0,-1,,,
2025-10-27,3814.69,0,-1,,,
2025-10-28,3869.83,0,-1,,,
2025-10-29,3896.2,0,-1,,,
2025-10-30,3894.61,0,-1,,,
2025-10-31,3927.71,0,-1,,,
2025-11-03,3831.89,0,-1,,,
2025-11-04,3816.75,0,-1,,,
2025-11-05,3866.14,0,-1,,,
2025-11-06,3918.03,0,-1,,,
2025-11-07,3869.14,0,-1,,,
2025-11-10,3924.82,0,-1,,,
2025-11-11,3900.12,0,-1,,,
2025-11-12,3995.71,0,-1,,,
2025-11-13,3911.15,0,-1,,,
2025-11-14,3902.76,0,-1,,,
2025-11-17,3936.36,0,-1,,,
2025-11-18,3895.43,0,-1,,,
2025-11-19,3974.24,0,-1,,,
2025-11-20,3985.76,0,-1,,,
2025-11-21,4088.16,0,-1,,,
2025-11-24,4072.6,0,-1,,,
2025-11-25,4107.24,0,-1,,,
2025-11-26,4076.41,0,-1,,,
2025-11-27,4047.19,0,-1,,,
2025-11-28,4017.95,0,-1,,,
2025-12-01,3981.69,0,-1,,,
2025-12-02,4028.73,0,-1,,,
2025-12-03,4014.9,0,-1,,,
2025-12-04,3980.47,0,-1,,,
2025-12-05,3986.02,0,-1,,,
2025-12-08,4014.82,0,-1,,,
2025-12-09,3999.77,0,-1,,,
2025-12-10,3963.98,0,-1,,,
2025-12-11,4008.81,0,-1,,,
2025-12-12,4103.87,0,-1,,,
2025-12-15,4131.82,0,-1,,,
2025-12-16,4204.63,0,-1,,,
2025-12-17,4219.29,0,-1,,,
2025-12-18,4325.83,0,-1,,,
2025-12-19,4245.36,0,-1,,,
2025-12-22,4304.18,0,-1,,,
2025-12-23,4374.55,0,-1,,,
2025-12-24,4390.14,0,-1,,,
2025-12-25,4366.26,0,-1,,,
2025-12-26,4384.96,0,-1,,,
2025-12-29,4400.21,0,-1,,,
2025-12-30,4325.62,0,-1,,,
2025-12-31,4382.41,0,-1,,,
2026-01-01,4229.85,0,-1,,,
2026-01-02,4241.25,0,-1,,,
2026-01-05,4231.18,0,-1,,,
2026-01-06,4248.37,0,-1,,,
2026-01-07,4314.11,0,-1,,,
2026-01-08,4241.35,0,-1,,,
2026-01-09,4175.23,0,-1,,,
2026-01-12,4257.15,0,-1,,,
2026-01-13,4305.36,0,-1,,,
2026-01-14,4305.41,0,-1,,,
2026-01-15,4255.03,0,-1,,,
2026-01-16,4272.84,0,-1,,,
2026-01-19,4332.67,0,-1,,,
2026-01-20,4308.05,0,-1,,,
2026-01-21,4371.47,0,-1,,,
2026-01-22,4287.09,0,-1,,,
2026-01-23,4448.19,0,-1,,,
2026-01-26,4367.87,0,-1,,,
2026-01-27,4302.39,0,-1,,,
2026-01-28,4283.52,0,-1,,,
2026-01-29,4189.29,0,-1,,,
2026-01-30,4297.01,0,-1,,,
2026-02-02,4252.46,0,-1,,,
2026-02-03,4168.76,0,-1,,,
2026-02-04,4120.01,0,-1,,,
2026-02-05,4211.66,0,-1,,,
2026-02-06,4172.38,0,-1,,,
2026-02-09,4201.77,0,-1,,,
2026-02-10,4083.17,0,-1,,,
2026-02-11,4001.48,0,-1,,,
2026-02-12,3969.6,0,-1,,,
2026-02-13,4021.6,0,-1,,,
2026-02-16,3977.97,0,-1,,,
2026-02-17,3978.13,0,-1,,,
2026-02-18,4076.56,0,-1,,,
2026-02-19,4177.96,0,-1,,,
2026-02-20,4247.74,0,-1,,,
2026-02-23,4377.57,0,-1,,,
2026-02-24,4429.28,0,-1,,,
2026-02-25,4467.26,0,-1,,,
2026-02-26,4462.06,0,-1,,,
2026-02-27,4496.96,0,-1,,,
2026-03-02,4500.83,0,-1,,,
2026-03-03,4563.42,0,-1,,,
2026-03-04,4373.86,0,-1,,,
2026-03-05,4337.46,0,-1,,,
2026-03-06,4295.13,0,-1,,,
2026-03-09,4248.5,0,-1,,,
2026-03-10,4302.87,0,-1,,,
2026-03-11,4324.37,0,-1,,,
2026-03-12,4306.23,0,-1,,,
2026-03-13,4396.66,0,-1,,,
2026-03-16,4352.45,0,-1,,,
2026-03-17,4437.35,0,-1,,,
2026-03-18,4414.15,0,-1,,,
2026-03-19,4507.78,0,-1,,,
2026-03-20,4623.22,0,-1,,,
2026-03-23,4586.0,0,-1,,,
2026-03-24,4597.31,0,-1,,,
2026-03-25,4667.5,0,-1,,,
2026-03-26,4691.79,0,-1,,,
2026-03-27,4731.45,0,-1,,,
2026-03-30,4701.97,0,-1,,,
2026-03-31,4725.9,0,-1,,,
2026-04-01,4688.59,0,-1,,,
2026-04-02,4708.61,0,-1,,,
2026-04-03,4678.43,0,-1,,,
2026-04-06,4692.75,0,-1,,,
2026-04-07,4656.66,0,-1,,,
