date,open,high,low,close,volume,symbol
2025-01-31,3635.65,3710.35,3600.41,3655.38,3381479,TCS
2025-02-03,3631.5,3646.45,3502.52,3574.48,925467,TCS
2025-02-04,3582.34,3631.02,3471.56,3551.29,2363829,TCS
2025-02-05,3711.89,3717.43,3570.65,3644.04,738898,TCS
2025-02-06,3685.22,3702.59,3593.51,3648.05,892192,TCS
2025-02-07,3639.09,3706.29,3603.77,3655.03,358704,TCS
2025-02-10,3631.98,3702.03,3630.73,3666.38,1710375,TCS
2025-02-11,3673.9,3698.09,3583.79,3640.94,1157710,TCS
2025-02-12,3663.62,3789.11,3632.23,3710.67,923890,TCS
2025-02-13,3653.49,3737.46,3619.54,3678.5,1584639,TCS
2025-02-14,3711.02,3723.78,3600.09,3661.94,957539,TCS
2025-02-17,3601.44,3653.72,3513.89,3583.81,633643,TCS
2025-02-18,3543.47,3593.44,3503.73,3548.58,3124016,TCS
2025-02-19,3514.47,3574.15,3502.2,3538.17,693496,TCS
2025-02-20,3480.53,3552.37,3431.71,3492.04,1491796,TCS
2025-02-21,3453.85,3519.69,3351.72,3435.7,1567865,TCS
2025-02-24,3519.0,3520.89,3435.94,3478.41,508708,TCS
2025-02-25,3557.32,3572.58,3482.24,3527.41,1048017,TCS
2025-02-26,3556.58,3571.8,3445.27,3508.54,2888611,TCS
2025-02-27,3545.91,3550.67,3464.69,3507.68,1398126,TCS
2025-02-28,3495.99,3539.39,3370.32,3454.85,2468117,TCS
2025-03-03,3551.49,3563.05,3441.57,3502.31,2777401,TCS
2025-03-04,3612.16,3612.16,3461.08,3536.62,1032522,TCS
2025-03-05,3512.65,3543.71,3494.31,3519.01,774484,TCS
2025-03-06,3515.45,3567.53,3460.51,3514.02,1406590,TCS
2025-03-07,3463.24,3608.4,3462.71,3535.55,1399797,TCS
2025-03-10,3691.78,3728.56,3577.83,3653.2,1578194,TCS
2025-03-11,3546.64,3619.24,3515.85,3567.54,970158,TCS
2025-03-12,3561.48,3634.77,3492.22,3563.49,1128457,TCS
2025-03-13,3496.57,3531.78,3494.75,3513.26,803099,TCS
2025-03-14,3494.21,3530.7,3474.89,3502.79,1354890,TCS
2025-03-17,3672.33,3683.72,3566.97,3625.35,403300,TCS
2025-03-18,3609.84,3637.54,3531.35,3584.45,1765476,TCS
2025-03-19,3575.62,3669.88,3563.01,3616.45,2134455,TCS
2025-03-20,3547.7,3621.37,3537.59,3579.48,706020,TCS
2025-03-21,3612.07,3693.52,3546.84,3620.18,2176212,TCS
2025-03-24,3649.5,3671.3,3521.27,3596.29,1059428,TCS
2025-03-25,3662.0,3678.14,3504.42,3591.28,1161275,TCS
2025-03-26,3499.03,3559.07,3445.36,3502.22,1058352,TCS
2025-03-27,3525.27,3525.66,3361.92,3443.79,1202612,TCS
2025-03-28,3367.87,3465.83,3363.58,3414.71,575185,TCS
2025-03-31,3466.06,3538.43,3439.47,3488.95,1460213,TCS
2025-04-01,3459.37,3501.56,3382.21,3441.88,692162,TCS
2025-04-02,3416.03,3442.62,3345.63,3394.13,446078,TCS
2025-04-03,3428.27,3430.56,3326.02,3378.29,1420898,TCS
2025-04-04,3349.77,3372.19,3338.58,3355.38,1449876,TCS
2025-04-07,3396.61,3458.63,3389.49,3424.06,1239292,TCS
2025-04-08,3433.28,3503.5,3387.56,3445.53,2045653,TCS
2025-04-09,3496.57,3540.49,3386.6,3463.54,2682483,TCS
2025-04-10,3328.3,3411.4,3302.06,3356.73,793817,TCS
2025-04-11,3490.71,3513.3,3477.37,3495.33,1169162,TCS
2025-04-14,3538.51,3540.03,3408.23,3474.13,967965,TCS
2025-04-15,3449.56,3519.98,3388.91,3454.45,1425894,TCS
2025-04-16,3410.23,3443.09,3383.12,3413.1,2426379,TCS
2025-04-17,3366.87,3474.93,3347.72,3411.32,1810925,TCS
2025-04-18,3392.87,3412.73,3316.29,3364.51,1520646,TCS
2025-04-21,3460.85,3535.29,3456.48,3495.89,1184966,TCS
2025-04-22,3399.43,3501.65,3373.1,3437.38,1138432,TCS
2025-04-23,3456.56,3532.2,3385.66,3458.93,1271489,TCS
2025-04-24,3429.65,3540.89,3372.86,3456.87,1041532,TCS
2025-04-25,3510.15,3600.97,3441.44,3521.21,1701326,TCS
2025-04-28,3522.3,3548.01,3451.24,3499.63,1476076,TCS
2025-04-29,3497.0,3522.29,3432.21,3477.25,727588,TCS
2025-04-30,3465.58,3471.54,3416.48,3444.01,1167657,TCS
2025-05-01,3529.81,3567.29,3502.79,3535.04,2530486,TCS
2025-05-02,3507.1,3531.11,3394.99,3463.05,1882344,TCS
2025-05-05,3535.15,3564.8,3412.39,3488.6,576833,TCS
2025-05-06,3471.47,3508.62,3454.47,3481.54,669056,TCS
2025-05-07,3398.57,3527.95,3387.17,3457.56,648950,TCS
2025-05-08,3483.5,3525.75,3438.41,3482.08,1178568,TCS
2025-05-09,3520.24,3550.32,3433.84,3492.08,559257,TCS
2025-05-12,3470.96,3559.91,3393.82,3476.87,1273679,TCS
2025-05-13,3493.73,3519.13,3482.88,3501.0,2094536,TCS
2025-05-14,3448.45,3489.78,3421.45,3455.61,424795,TCS
2025-05-15,3470.18,3525.83,3445.44,3485.63,1185573,TCS
2025-05-16,3506.91,3559.52,3410.94,3485.23,1910831,TCS
2025-05-19,3536.03,3595.36,3492.81,3544.08,2413953,TCS
2025-05-20,3468.98,3497.16,3437.2,3467.18,1650886,TCS
2025-05-21,3457.8,3543.6,3424.86,3484.23,533033,TCS
2025-05-22,3442.56,3463.57,3354.46,3409.02,1487753,TCS
2025-05-23,3407.92,3482.76,3407.64,3445.2,1264643,TCS
2025-05-26,3464.48,3536.01,3447.91,3491.96,1589163,TCS
2025-05-27,3380.76,3424.81,3372.08,3398.45,948774,TCS
2025-05-28,3313.94,3454.89,3292.4,3373.65,720388,TCS
2025-05-29,3415.85,3431.59,3363.8,3397.7,412393,TCS
2025-05-30,3458.85,3484.98,3384.0,3434.49,1454219,TCS
2025-06-02,3489.83,3524.13,3375.13,3449.63,2431056,TCS
2025-06-03,3392.28,3469.79,3373.71,3421.75,758292,TCS
2025-06-04,3420.52,3496.43,3416.08,3456.26,1172641,TCS
2025-06-05,3480.99,3506.77,3375.57,3441.17,822272,TCS
2025-06-06,3421.21,3538.45,3372.32,3455.39,3991284,TCS
2025-06-09,3477.57,3542.12,3392.36,3467.24,924271,TCS
2025-06-10,3372.18,3510.66,3354.02,3432.34,1050523,TCS
2025-06-11,3332.8,3444.03,3323.63,3383.83,564884,TCS
2025-06-12,3315.65,3386.3,3292.19,3339.25,1713310,TCS
2025-06-13,3355.56,3391.42,3304.44,3347.93,1010087,TCS
2025-06-16,3345.02,3479.18,3309.64,3394.41,674197,TCS
2025-06-17,3429.5,3515.74,3401.86,3458.8,3685579,TCS
2025-06-18,3517.74,3548.49,3408.17,3478.33,397577,TCS
2025-06-19,3379.58,3434.85,3345.14,3390.0,1164623,TCS
2025-06-20,3528.44,3537.17,3370.35,3453.76,695348,TCS
2025-06-23,3434.51,3487.17,3385.74,3436.45,760877,TCS
2025-06-24,3321.09,3403.38,3299.22,3351.3,1511243,TCS
2025-06-25,3344.46,3370.67,3287.18,3328.93,708533,TCS
2025-06-26,3382.24,3395.59,3344.28,3369.94,818370,TCS
2025-06-27,3278.23,3404.64,3243.97,3324.3,558801,TCS
2025-06-30,3334.79,3370.97,3324.75,3347.86,1476072,TCS
2025-07-01,3370.63,3374.53,3326.27,3350.4,1267244,TCS
2025-07-02,3316.72,3415.23,3282.55,3348.89,1710204,TCS
2025-07-03,3389.42,3430.49,3374.14,3402.31,1917343,TCS
2025-07-04,3447.22,3470.38,3339.76,3405.07,1373086,TCS
2025-07-07,3402.62,3497.06,3344.26,3420.66,1113860,TCS
2025-07-08,3430.05,3468.64,3357.94,3413.29,2145633,TCS
2025-07-09,3459.63,3506.81,3454.98,3480.9,681740,TCS
2025-07-10,3382.27,3423.14,3344.56,3383.85,513800,TCS
2025-07-11,3473.86,3486.13,3362.66,3424.4,1545991,TCS
2025-07-14,3403.41,3439.74,3377.41,3408.57,1570683,TCS
2025-07-15,3295.02,3369.83,3282.62,3326.23,1048687,TCS
2025-07-16,3293.44,3355.92,3213.53,3284.73,1317237,TCS
2025-07-17,3273.84,3288.7,3239.82,3264.26,1015719,TCS
2025-07-18,3175.4,3266.76,3147.51,3207.14,1343817,TCS
2025-07-21,3200.69,3219.68,3165.62,3192.65,1732226,TCS
2025-07-22,3180.8,3286.04,3160.55,3223.3,1205245,TCS
2025-07-23,3172.66,3272.34,3133.32,3202.83,1305092,TCS
2025-07-24,3268.41,3360.43,3223.49,3291.96,941399,TCS
2025-07-25,3326.98,3337.94,3271.58,3304.76,1668023,TCS
2025-07-28,3310.68,3350.65,3267.34,3308.99,1479004,TCS
2025-07-29,3274.12,3362.5,3226.56,3294.53,766577,TCS
2025-07-30,3219.33,3341.14,3190.53,3265.84,1235577,TCS
2025-07-31,3278.56,3323.72,3162.03,3242.87,1968094,TCS
2025-08-01,3252.1,3252.93,3147.78,3200.36,866108,TCS
2025-08-04,3197.3,3241.29,3182.37,3211.83,1775793,TCS
2025-08-05,3182.9,3193.87,3105.95,3149.91,929422,TCS
2025-08-06,3204.58,3267.42,3188.33,3227.88,1371827,TCS
2025-08-07,3063.34,3162.37,3032.79,3097.58,1468956,TCS
2025-08-08,3175.46,3198.82,3127.25,3163.04,4621206,TCS
2025-08-11,3092.22,3197.11,3053.15,3125.13,690440,TCS
2025-08-12,3184.42,3256.74,3105.26,3181.0,1769621,TCS
2025-08-13,3211.56,3270.11,3111.77,3190.94,2020887,TCS
2025-08-14,3142.82,3183.24,3124.07,3153.66,2214281,TCS
2025-08-15,3083.95,3110.72,3074.27,3092.5,659097,TCS
2025-08-18,3096.69,3159.68,3058.95,3109.32,1149792,TCS
2025-08-19,3118.53,3126.71,3093.63,3110.17,526136,TCS
2025-08-20,3074.21,3207.83,3067.25,3137.54,3331384,TCS
2025-08-21,3196.41,3253.53,3170.77,3212.15,1144788,TCS
2025-08-22,3163.35,3187.22,3138.15,3162.68,974487,TCS
2025-08-25,3124.64,3156.7,3027.75,3092.22,2289889,TCS
2025-08-26,3036.87,3101.96,3030.1,3066.03,1699260,TCS
2025-08-27,3154.07,3157.97,3046.42,3102.2,1263591,TCS
2025-08-28,3085.4,3095.37,3010.79,3053.08,1075169,TCS
2025-08-29,3003.67,3011.65,2957.88,2984.77,731981,TCS
2025-09-01,3034.89,3074.71,2937.06,3005.88,2389104,TCS
2025-09-02,3139.15,3153.4,3047.21,3100.3,708740,TCS
2025-09-03,3163.68,3189.93,3066.56,3128.25,565691,TCS
2025-09-04,3189.34,3307.47,3186.57,3247.02,998027,TCS
2025-09-05,3214.97,3345.34,3193.31,3269.32,1299663,TCS
2025-09-08,3234.42,3293.27,3212.78,3253.03,2744223,TCS
2025-09-09,3291.16,3291.94,3201.37,3246.65,432860,TCS
2025-09-10,3262.37,3274.57,3215.22,3244.89,654544,TCS
2025-09-11,3190.69,3311.19,3155.29,3233.24,688447,TCS
2025-09-12,3219.79,3253.71,3155.52,3204.62,696266,TCS
2025-09-15,3245.59,3333.86,3187.93,3260.9,1582089,TCS
2025-09-16,3261.36,3315.02,3168.5,3241.76,1422288,TCS
2025-09-17,3250.24,3261.08,3204.32,3232.7,1412930,TCS
2025-09-18,3278.86,3316.26,3226.15,3271.21,1273868,TCS
2025-09-19,3309.3,3346.31,3193.7,3270.01,503555,TCS
2025-09-22,3256.19,3269.45,3197.1,3233.28,1277482,TCS
2025-09-23,3162.88,3239.5,3123.94,3181.72,1214768,TCS
2025-09-24,3134.56,3166.05,3124.77,3145.41,1619397,TCS
2025-09-25,3095.89,3142.15,3044.47,3093.31,1944643,TCS
2025-09-26,3109.36,3152.36,3059.0,3105.68,1572703,TCS
2025-09-29,3097.47,3135.8,3012.73,3074.27,1332680,TCS
2025-09-30,3030.0,3051.78,3003.51,3027.65,1812826,TCS
2025-10-01,3063.05,3091.43,2949.71,3020.57,1320662,TCS
2025-10-02,3046.86,3077.69,3040.75,3059.22,2532087,TCS
2025-10-03,3084.24,3114.58,3058.16,3086.37,924418,TCS
2025-10-06,3129.1,3187.35,3109.12,3148.23,687422,TCS
2025-10-07,3111.95,3239.03,3110.62,3174.83,2331116,TCS
2025-10-08,3180.85,3183.05,3136.23,3159.64,871192,TCS
2025-10-09,3130.19,3199.24,3097.49,3148.36,1151494,TCS
2025-10-10,3084.0,3105.88,3058.49,3082.18,617814,TCS
2025-10-13,3068.44,3108.16,3046.16,3077.16,719946,TCS
2025-10-14,3149.33,3161.0,3059.74,3110.37,787959,TCS
2025-10-15,3071.65,3183.65,3065.59,3124.62,1418398,TCS
2025-10-16,3011.14,3140.35,3006.88,3073.61,612585,TCS
2025-10-17,2965.4,3010.19,2935.73,2972.96,977726,TCS
2025-10-20,2999.56,3049.22,2957.45,3003.34,712692,TCS
2025-10-21,3022.41,3034.43,2943.1,2988.76,1737689,TCS
2025-10-22,2912.74,2944.31,2894.27,2919.29,1557171,TCS
2025-10-23,2937.87,2940.44,2869.84,2905.14,2178714,TCS
2025-10-24,2916.09,2965.13,2909.38,2937.25,792999,TCS
2025-10-27,2904.84,2911.14,2880.51,2895.83,693764,TCS
2025-10-28,2875.96,2995.66,2853.03,2924.35,994618,TCS
2025-10-29,2916.4,2976.98,2831.95,2904.47,868075,TCS
2025-10-30,2906.5,2965.73,2838.9,2902.31,2129510,TCS
2025-10-31,2871.18,2914.75,2852.26,2883.51,513783,TCS
2025-11-03,2778.21,2882.76,2775.22,2828.99,2028115,TCS
2025-11-04,2868.62,2870.5,2803.34,2836.92,608039,TCS
2025-11-05,2809.2,2857.32,2769.2,2813.26,1246214,TCS
2025-11-06,2777.5,2825.89,2767.39,2796.64,1574926,TCS
2025-11-07,2788.92,2816.37,2710.4,2763.38,1844739,TCS
2025-11-10,2751.32,2794.0,2747.64,2770.82,612374,TCS
2025-11-11,2764.52,2785.97,2722.97,2754.47,2148421,TCS
2025-11-12,2736.28,2789.92,2730.23,2760.08,728572,TCS
2025-11-13,2820.05,2827.03,2759.8,2793.42,1462659,TCS
2025-11-14,2757.96,2786.28,2738.22,2762.25,461207,TCS
2025-11-17,2786.63,2811.63,2693.02,2752.32,747913,TCS
2025-11-18,2775.5,2794.23,2728.04,2761.13,1070137,TCS
2025-11-19,2698.51,2807.84,2692.68,2750.26,819411,TCS
2025-11-20,2766.68,2814.99,2706.06,2760.52,1077801,TCS
2025-11-21,2640.02,2717.09,2627.7,2672.4,2226127,TCS
2025-11-24,2650.72,2703.06,2620.04,2661.55,1748187,TCS
2025-11-25,2626.75,2751.02,2620.03,2685.52,2502498,TCS
2025-11-26,2737.94,2773.7,2648.65,2711.18,1323766,TCS
2025-11-27,2640.93,2731.75,2609.06,2670.4,955645,TCS
2025-11-28,2674.83,2690.83,2581.99,2636.41,764519,TCS
2025-12-01,2633.65,2684.43,2598.09,2641.26,1081514,TCS
2025-12-02,2609.78,2624.68,2567.8,2596.24,1049766,TCS
2025-12-03,2607.06,2659.35,2545.54,2602.44,695325,TCS
2025-12-04,2631.07,2721.35,2608.78,2665.07,655498,TCS
2025-12-05,2623.01,2694.69,2575.16,2634.92,2480655,TCS
2025-12-08,2645.67,2669.27,2628.41,2648.84,1247093,TCS
2025-12-09,2616.7,2651.93,2609.73,2630.83,879722,TCS
2025-12-10,2705.25,2720.27,2649.0,2684.64,1406610,TCS
2025-12-11,2621.64,2661.54,2614.17,2637.86,1041746,TCS
2025-12-12,2648.9,2665.15,2636.2,2650.68,1588901,TCS
2025-12-15,2676.34,2729.81,2656.59,2693.2,1249757,TCS
2025-12-16,2623.41,2719.49,2614.15,2666.82,926701,TCS
2025-12-17,2668.6,2773.02,2648.19,2710.6,963210,TCS
2025-12-18,2797.42,2835.25,2757.04,2796.14,1145440,TCS
2025-12-19,2829.17,2855.35,2776.95,2816.15,713744,TCS
2025-12-22,2829.75,2868.08,2733.72,2800.9,1941429,TCS
2025-12-23,2861.49,2880.57,2812.31,2846.44,1446753,TCS
2025-12-24,2788.51,2854.01,2748.94,2801.47,2199093,TCS
2025-12-25,2758.98,2800.77,2707.97,2754.37,1132696,TCS
2025-12-26,2787.51,2811.16,2681.67,2746.42,1161046,TCS
2025-12-29,2840.18,2846.38,2756.37,2801.37,2923306,TCS
2025-12-30,2796.46,2825.19,2773.67,2799.43,2316804,TCS
2025-12-31,2767.44,2809.19,2731.49,2770.34,662867,TCS
2026-01-01,2765.68,2850.68,2753.25,2801.97,792800,TCS
2026-01-02,2836.32,2849.73,2734.96,2792.34,655655,TCS
2026-01-05,2866.58,2867.66,2833.49,2850.57,1010616,TCS
2026-01-06,2840.93,2846.69,2785.36,2816.02,1066221,TCS
2026-01-07,2822.22,2842.81,2803.89,2823.35,554173,TCS
2026-01-08,2781.7,2860.27,2779.09,2819.68,4460696,TCS
2026-01-09,2747.67,2822.25,2703.16,2762.71,1979487,TCS
2026-01-12,2772.18,2803.24,2770.75,2787.0,501599,TCS
2026-01-13,2765.07,2797.19,2704.09,2750.64,686026,TCS
2026-01-14,2763.91,2779.86,2680.58,2730.22,1294078,TCS
2026-01-15,2770.19,2781.85,2699.14,2740.5,1813013,TCS
2026-01-16,2754.92,2790.47,2733.38,2761.92,1738387,TCS
2026-01-19,2757.63,2862.52,2744.17,2803.35,1639838,TCS
2026-01-20,2834.77,2841.91,2794.92,2818.42,1563809,TCS
2026-01-21,2818.06,2922.46,2802.92,2862.69,523339,TCS
2026-01-22,2817.71,2895.76,2788.28,2842.02,1215148,TCS
2026-01-23,2825.33,2934.33,2796.57,2865.45,1214496,TCS
2026-01-26,2900.16,2935.42,2834.96,2885.19,1177569,TCS
2026-01-27,2824.77,2851.97,2822.51,2837.24,568421,TCS
2026-01-28,2844.8,2890.7,2811.24,2850.97,459439,TCS
2026-01-29,2944.01,2946.96,2890.3,2918.63,2397750,TCS
2026-01-30,2933.3,3009.65,2867.68,2938.67,1023423,TCS
2026-02-02,2977.77,3063.65,2977.13,3020.39,1059324,TCS
2026-02-03,3042.31,3055.18,3006.58,3030.88,1228226,TCS
2026-02-04,2983.35,3041.14,2965.15,3003.14,676148,TCS
2026-02-05,2997.4,3018.35,2947.44,2982.89,2767731,TCS
2026-02-06,2944.59,3004.64,2887.39,2946.02,654830,TCS
2026-02-09,2940.39,2962.66,2914.63,2938.64,693213,TCS
2026-02-10,2985.55,3037.05,2889.44,2963.24,974706,TCS
2026-02-11,2957.32,2976.92,2914.67,2945.8,1162317,TCS
2026-02-12,2890.65,2971.2,2850.55,2910.87,1763443,TCS
2026-02-13,2905.36,2922.57,2890.33,2906.45,1159588,TCS
2026-02-16,2865.98,2902.24,2785.39,2843.82,1065074,TCS
2026-02-17,2872.27,2877.82,2773.59,2825.71,2334745,TCS
2026-02-18,2804.45,2833.7,2720.73,2777.22,1527922,TCS
2026-02-19,2803.99,2832.37,2721.86,2777.11,960138,TCS
2026-02-20,2894.79,2904.35,2774.35,2839.35,508724,TCS
2026-02-23,2902.11,2910.35,2808.0,2859.17,1075477,TCS
2026-02-24,2819.99,2878.88,2749.06,2813.97,879264,TCS
2026-02-25,2791.08,2828.62,2789.16,2808.89,879655,TCS
2026-02-26,2843.47,2866.97,2775.05,2821.01,1161229,TCS
2026-02-27,2846.85,2872.95,2784.46,2828.71,2192815,TCS
2026-03-02,2878.21,2880.86,2802.84,2841.85,396078,TCS
2026-03-03,2783.87,2791.46,2725.14,2758.3,2185440,TCS
2026-03-04,2703.74,2800.57,2674.79,2737.68,1887609,TCS
2026-03-05,2700.47,2755.6,2688.84,2722.22,494684,TCS
2026-03-06,2708.57,2758.08,2707.01,2732.54,1374135,TCS
2026-03-09,2652.63,2715.82,2652.1,2683.96,678673,TCS
2026-03-10,2721.39,2726.63,2662.42,2694.53,992705,TCS
2026-03-11,2687.06,2718.54,2672.82,2695.68,931007,TCS
2026-03-12,2679.24,2712.69,2678.82,2695.75,1447353,TCS
2026-03-13,2714.41,2718.73,2619.07,2668.9,2151866,TCS
2026-03-16,2714.82,2749.29,2661.22,2705.25,979427,TCS
2026-03-17,2709.9,2736.75,2656.32,2696.54,1916460,TCS
2026-03-18,2688.2,2693.05,2658.6,2675.82,1278498,TCS
2026-03-19,2655.84,2703.87,2645.46,2674.66,1651849,TCS
2026-03-20,2711.14,2735.27,2680.84,2708.06,757579,TCS
2026-03-23,2630.28,2639.74,2609.88,2624.81,1776607,TCS
2026-03-24,2627.27,2634.48,2601.88,2618.18,937492,TCS
2026-03-25,2559.79,2612.33,2536.47,2574.4,1424728,TCS
2026-03-26,2582.42,2641.58,2522.03,2581.8,554856,TCS
2026-03-27,2666.29,2680.99,2647.74,2664.36,1102779,TCS
2026-03-30,2712.08,2722.11,2685.09,2703.6,1101698,TCS
2026-03-31,2647.88,2679.48,2625.17,2652.33,620978,TCS
2026-04-01,2654.93,2673.44,2584.63,2629.04,946942,TCS
2026-04-02,2675.1,2708.42,2576.65,2642.53,2064061,TCS
2026-04-03,2618.16,2626.64,2597.92,2612.28,1271156,TCS
2026-04-06,2568.88,2594.12,2558.62,2576.37,861160,TCS
2026-04-07,2532.27,2556.68,2510.31,2533.49,814936,TCS
