date,open,high,low,close,volume,symbol
2025-07-10,1678.96,1694.11,1670.77,1682.44,799390,INFY
2025-07-11,1692.8,1717.23,1672.6,1694.92,1728744,INFY
2025-07-14,1719.48,1725.47,1688.53,1707.0,570143,INFY
2025-07-15,1723.98,1756.1,1716.18,1736.14,1452022,INFY
2025-07-16,1731.14,1757.12,1721.46,1739.29,763437,INFY
2025-07-17,1763.28,1776.09,1695.93,1736.01,1009132,INFY
2025-07-18,1721.23,1764.53,1690.08,1727.31,967478,INFY
2025-07-21,1721.49,1738.0,1718.98,1728.49,800853,INFY
2025-07-22,1720.15,1730.58,1685.9,1708.24,1448321,INFY
2025-07-23,1682.14,1688.53,1666.1,1677.32,848510,INFY
2025-07-24,1686.85,1703.76,1683.43,1693.6,1344985,INFY
2025-07-25,1709.38,1722.67,1654.37,1688.52,1159143,INFY
2025-07-28,1695.85,1727.36,1646.39,1686.87,997040,INFY
2025-07-29,1713.01,1722.41,1640.39,1681.4,1603752,INFY
2025-07-30,1700.53,1714.97,1683.87,1699.42,1499537,INFY
2025-07-31,1701.74,1762.61,1689.44,1726.02,1064357,INFY
2025-08-01,1684.59,1709.44,1668.13,1688.78,592017,INFY
2025-08-04,1659.26,1680.02,1654.23,1667.12,2229000,INFY
2025-08-05,1682.41,1703.71,1648.52,1676.11,1502023,INFY
2025-08-06,1719.4,1731.2,1683.24,1707.22,1759177,INFY
2025-08-07,1694.22,1714.28,1693.05,1703.66,2205139,INFY
2025-08-08,1692.86,1711.93,1645.99,1678.96,996401,INFY
2025-08-11,1672.22,1695.36,1670.53,1682.94,5195389,INFY
2025-08-12,1710.79,1727.49,1666.07,1696.78,1113622,INFY
2025-08-13,1698.82,1703.93,1670.03,1686.98,1063035,INFY
2025-08-14,1662.9,1678.06,1659.14,1668.6,1663723,INFY
2025-08-15,1693.66,1728.92,1652.49,1690.71,1521683,INFY
2025-08-18,1673.1,1724.06,1659.43,1691.74,1654042,INFY
2025-08-19,1685.4,1758.34,1684.34,1721.34,1332757,INFY
2025-08-20,1797.53,1803.4,1776.69,1790.04,2651631,INFY
2025-08-21,1871.34,1885.65,1795.66,1840.65,523526,INFY
2025-08-22,1855.64,1865.19,1824.19,1844.69,938910,INFY
2025-08-25,1859.28,1899.54,1841.07,1870.31,1542303,INFY
2025-08-26,1900.52,1916.18,1836.42,1876.3,1439521,INFY
2025-08-27,1874.65,1899.5,1842.23,1870.86,1030916,INFY
2025-08-28,1921.03,1926.92,1849.07,1887.99,746640,INFY
2025-08-29,1867.68,1931.72,1857.98,1894.85,1175154,INFY
2025-09-01,1890.82,1904.44,1878.23,1891.34,2805363,INFY
2025-09-02,1914.27,1918.59,1837.87,1878.23,692816,INFY
2025-09-03,1891.25,1927.94,1863.81,1895.87,889386,INFY
2025-09-04,1843.88,1872.64,1795.15,1833.9,1840594,INFY
2025-09-05,1823.71,1875.13,1810.66,1842.9,1080814,INFY
2025-09-08,1800.98,1841.67,1771.1,1806.39,698916,INFY
2025-09-09,1827.7,1840.56,1777.44,1809.0,1623675,INFY
2025-09-10,1782.52,1837.56,1771.01,1804.29,960005,INFY
2025-09-11,1791.94,1804.15,1759.99,1782.07,1363559,INFY
2025-09-12,1753.81,1836.6,1751.87,1794.23,670010,INFY
2025-09-15,1759.72,1812.62,1750.98,1781.8,766291,INFY
2025-09-16,1773.21,1791.93,1769.89,1780.91,657476,INFY
2025-09-17,1781.36,1812.68,1780.71,1796.69,1366549,INFY
2025-09-18,1751.78,1781.45,1749.49,1765.47,502838,INFY
2025-09-19,1786.54,1788.2,1727.3,1757.75,1545017,INFY
2025-09-22,1787.23,1792.63,1754.78,1773.7,1930412,INFY
2025-09-23,1751.93,1785.12,1712.8,1748.96,954064,INFY
2025-09-24,1696.67,1736.89,1667.56,1702.23,1169059,INFY
2025-09-25,1663.29,1723.9,1645.76,1684.83,836235,INFY
2025-09-26,1653.7,1673.17,1651.11,1662.14,1263073,INFY
2025-09-29,1658.99,1739.8,1657.27,1698.54,1835779,INFY
2025-09-30,1713.82,1718.69,1695.54,1707.12,1193175,INFY
2025-10-01,1702.88,1735.22,1659.12,1697.17,1573503,INFY
2025-10-02,1698.18,1739.29,1657.31,1698.3,1085936,INFY
2025-10-03,1746.4,1754.03,1676.02,1715.02,949011,INFY
2025-10-06,1752.33,1781.01,1738.62,1759.82,1481244,INFY
2025-10-07,1713.66,1727.88,1701.03,1714.45,1846547,INFY
2025-10-08,1685.12,1708.14,1678.71,1693.43,1419751,INFY
2025-10-09,1673.04,1704.6,1635.7,1670.15,2149016,INFY
2025-10-10,1662.7,1686.61,1639.48,1663.05,825413,INFY
2025-10-13,1673.79,1698.88,1645.91,1672.4,1072273,INFY
2025-10-14,1684.12,1708.8,1680.42,1694.61,1234575,INFY
2025-10-15,1742.41,1749.61,1678.22,1713.92,1060303,INFY
2025-10-16,1664.08,1715.88,1651.02,1683.45,1462275,INFY
2025-10-17,1651.07,1660.49,1638.33,1649.41,737992,INFY
2025-10-20,1593.31,1631.27,1575.87,1603.57,876647,INFY
2025-10-21,1580.08,1634.22,1575.36,1604.79,1314846,INFY
2025-10-22,1594.3,1657.33,1594.02,1625.67,1146996,INFY
2025-10-23,1612.19,1623.64,1597.48,1610.56,721855,INFY
2025-10-24,1612.31,1624.68,1567.95,1596.32,1396800,INFY
2025-10-27,1623.87,1685.19,1619.29,1652.24,1610552,INFY
2025-10-28,1632.45,1646.87,1630.18,1638.53,921962,INFY
2025-10-29,1584.09,1623.63,1577.47,1600.55,3178858,INFY
2025-10-30,1582.39,1599.8,1568.01,1583.9,682785,INFY
2025-10-31,1606.07,1619.02,1583.11,1601.07,1816799,INFY
2025-11-03,1638.19,1647.78,1620.78,1634.28,607964,INFY
2025-11-04,1643.59,1664.15,1592.47,1628.31,1238315,INFY
2025-11-05,1652.44,1656.33,1629.34,1642.84,2536520,INFY
2025-11-06,1596.69,1662.65,1594.93,1628.79,1349169,INFY
2025-11-07,1544.15,1604.43,1532.49,1568.46,582912,INFY
2025-11-10,1560.14,1563.26,1545.55,1554.41,2265029,INFY
2025-11-11,1508.93,1532.56,1507.18,1519.87,2140294,INFY
2025-11-12,1537.94,1552.11,1515.16,1533.64,1245582,INFY
2025-11-13,1481.84,1529.07,1458.42,1493.75,2307977,INFY
2025-11-14,1486.09,1505.82,1462.94,1484.38,2215282,INFY
2025-11-17,1468.1,1469.95,1447.96,1458.95,1221787,INFY
2025-11-18,1440.22,1484.64,1423.49,1454.07,1139920,INFY
2025-11-19,1469.09,1505.12,1446.58,1475.85,2032091,INFY
2025-11-20,1461.13,1494.46,1442.22,1468.34,942551,INFY
2025-11-21,1521.31,1533.89,1476.18,1505.04,706130,INFY
2025-11-24,1512.29,1522.88,1473.43,1498.15,1302104,INFY
2025-11-25,1504.96,1527.52,1504.91,1516.22,1279093,INFY
2025-11-26,1548.73,1589.97,1516.01,1552.99,1038189,INFY
2025-11-27,1541.71,1559.24,1534.39,1546.81,587033,INFY
2025-11-28,1542.91,1549.83,1493.35,1521.59,2680092,INFY
2025-12-01,1514.78,1516.5,1471.95,1494.23,1877718,INFY
2025-12-02,1491.69,1516.23,1458.56,1487.4,866877,INFY
2025-12-03,1476.39,1481.95,1454.7,1468.32,1486826,INFY
2025-12-04,1477.32,1505.05,1440.28,1472.67,2096158,INFY
2025-12-05,1466.05,1508.8,1436.19,1472.49,1120510,INFY
2025-12-08,1425.39,1459.54,1410.6,1435.07,622591,INFY
2025-12-09,1418.7,1441.43,1409.46,1425.44,672064,INFY
2025-12-10,1452.37,1487.83,1425.8,1456.81,876093,INFY
2025-12-11,1460.11,1503.36,1459.83,1481.59,902186,INFY
2025-12-12,1480.86,1511.68,1454.18,1482.93,1199311,INFY
2025-12-15,1556.56,1573.81,1515.52,1544.67,1514803,INFY
2025-12-16,1528.64,1554.36,1485.43,1519.89,1298176,INFY
2025-12-17,1491.26,1537.1,1478.87,1507.98,722611,INFY
2025-12-18,1495.64,1527.66,1463.69,1495.68,2317924,INFY
2025-12-19,1509.14,1522.37,1449.56,1485.96,1946872,INFY
2025-12-22,1507.5,1530.69,1491.57,1511.13,1150614,INFY
2025-12-23,1516.61,1522.83,1490.03,1506.43,2105885,INFY
2025-12-24,1474.94,1502.05,1456.54,1479.29,981915,INFY
2025-12-25,1496.01,1548.96,1483.13,1516.04,1135726,INFY
2025-12-26,1521.54,1530.94,1461.46,1496.2,676926,INFY
2025-12-29,1500.31,1536.99,1464.52,1500.76,392510,INFY
2025-12-30,1462.9,1495.35,1447.75,1471.55,393016,INFY
2025-12-31,1425.5,1445.34,1408.81,1427.07,2224775,INFY
2026-01-01,1423.61,1449.33,1420.95,1435.14,1510453,INFY
2026-01-02,1449.73,1463.7,1400.37,1432.03,1213154,INFY
2026-01-05,1425.85,1427.71,1413.37,1420.54,1270758,INFY
2026-01-06,1387.43,1432.42,1370.52,1401.47,1190470,INFY
2026-01-07,1422.19,1442.1,1383.82,1412.96,966528,INFY
2026-01-08,1436.2,1447.65,1423.05,1435.35,1871262,INFY
2026-01-09,1404.29,1428.54,1366.48,1397.51,689955,INFY
2026-01-12,1404.18,1412.63,1388.33,1400.48,1229165,INFY
2026-01-13,1400.89,1411.13,1353.9,1382.52,932136,INFY
2026-01-14,1362.59,1400.26,1344.4,1372.33,472788,INFY
2026-01-15,1344.16,1364.99,1303.75,1334.37,1521220,INFY
2026-01-16,1319.5,1342.66,1310.77,1326.71,1174463,INFY
2026-01-19,1321.76,1339.77,1299.03,1319.4,2461915,INFY
2026-01-20,1306.75,1322.81,1290.11,1306.46,1522180,INFY
2026-01-21,1330.8,1339.08,1294.09,1316.59,1567219,INFY
2026-01-22,1279.43,1300.11,1237.25,1268.68,443770,INFY
2026-01-23,1266.49,1291.26,1242.76,1267.01,468848,INFY
2026-01-26,1281.04,1329.99,1276.56,1303.27,2067175,INFY
2026-01-27,1281.35,1312.47,1280.81,1296.64,1908183,INFY
2026-01-28,1314.4,1338.95,1295.04,1317.0,2054777,INFY
2026-01-29,1296.65,1297.55,1265.93,1281.74,1202713,INFY
2026-01-30,1316.61,1319.43,1257.54,1288.49,1226641,INFY
2026-02-02,1299.38,1325.88,1271.97,1298.92,718018,INFY
2026-02-03,1265.45,1302.69,1262.55,1282.62,765269,INFY
2026-02-04,1292.19,1297.62,1256.02,1276.82,751144,INFY
2026-02-05,1284.97,1312.3,1277.95,1295.12,2005029,INFY
2026-02-06,1252.46,1311.16,1251.06,1281.11,2503720,INFY
2026-02-09,1271.4,1283.45,1241.75,1262.6,1139989,INFY
2026-02-10,1229.35,1245.89,1225.84,1235.86,1549259,INFY
2026-02-11,1249.17,1252.52,1229.34,1240.93,1198688,INFY
2026-02-12,1240.14,1253.27,1233.94,1243.6,1388104,INFY
2026-02-13,1232.75,1244.91,1221.44,1233.18,254037,INFY
2026-02-16,1266.21,1292.27,1260.72,1276.49,1241326,INFY
2026-02-17,1288.02,1293.91,1277.28,1285.59,1337745,INFY
2026-02-18,1276.11,1325.87,1264.42,1295.14,860598,INFY
2026-02-19,1294.32,1314.56,1267.32,1290.94,873044,INFY
2026-02-20,1323.25,1337.68,1319.09,1328.38,561651,INFY
2026-02-23,1286.04,1341.95,1283.2,1312.58,715732,INFY
2026-02-24,1365.75,1366.02,1307.04,1336.53,779823,INFY
2026-02-25,1311.3,1337.64,1301.45,1319.55,1223229,INFY
2026-02-26,1276.02,1288.87,1264.17,1276.52,538793,INFY
2026-02-27,1279.89,1284.2,1259.23,1271.72,1836705,INFY
2026-03-02,1298.55,1298.94,1268.54,1283.74,4811255,INFY
2026-03-03,1285.84,1338.54,1274.53,1306.54,690917,INFY
2026-03-04,1312.16,1338.82,1296.86,1317.84,1227836,INFY
2026-03-05,1330.04,1354.48,1307.8,1331.14,2527931,INFY
2026-03-06,1343.79,1370.09,1340.2,1355.15,1186648,INFY
2026-03-09,1368.04,1377.47,1354.31,1365.89,1126110,INFY
2026-03-10,1382.8,1387.75,1364.0,1375.87,2339160,INFY
2026-03-11,1322.29,1375.98,1313.8,1344.89,1155557,INFY
2026-03-12,1334.21,1345.54,1307.71,1326.62,1496976,INFY
2026-03-13,1355.68,1378.01,1353.38,1365.69,1002735,INFY
2026-03-16,1374.62,1390.25,1341.52,1365.88,775634,INFY
2026-03-17,1362.46,1390.96,1346.84,1368.9,1281452,INFY
2026-03-18,1392.29,1392.55,1360.71,1376.63,1912806,INFY
2026-03-19,1334.8,1354.58,1326.68,1340.63,869713,INFY
2026-03-20,1361.15,1365.77,1342.15,1353.96,1234923,INFY
2026-03-23,1328.84,1352.14,1325.46,1338.8,796495,INFY
2026-03-24,1310.24,1338.73,1296.94,1317.83,1568518,INFY
2026-03-25,1314.12,1356.9,1311.28,1334.09,801419,INFY
2026-03-26,1314.05,1331.74,1296.33,1314.03,943047,INFY
2026-03-27,1324.17,1340.6,1309.92,1325.26,1157836,INFY
2026-03-30,1326.62,1359.83,1316.77,1338.3,2352163,INFY
2026-03-31,1370.88,1377.46,1326.82,1352.14,432648,INFY
2026-04-01,1335.13,1369.39,1318.6,1343.99,1498579,INFY
2026-04-02,1339.49,1362.86,1333.65,1348.26,661510,INFY
2026-04-03,1325.27,1342.85,1307.44,1325.14,594735,INFY
2026-04-06,1357.97,1375.2,1325.24,1350.22,2963889,INFY
2026-04-07,1360.67,1397.24,1347.81,1372.53,4839975,INFY
2026-04-08,1396.17,1398.03,1347.56,1372.8,1563934,INFY
2026-04-09,1404.7,1415.23,1363.38,1389.31,1704773,INFY
2026-04-10,1408.73,1418.21,1397.11,1407.66,770405,INFY
2026-04-13,1420.94,1434.81,1414.55,1424.68,869162,INFY
2026-04-14,1466.0,1466.95,1397.66,1432.3,879220,INFY
2026-04-15,1444.88,1450.98,1408.63,1429.8,5294344,INFY
2026-04-16,1482.11,1493.73,1446.17,1469.95,760761,INFY
2026-04-17,1471.93,1503.5,1446.15,1474.82,1899433,INFY
2026-04-20,1457.73,1503.18,1448.38,1475.78,1409426,INFY
2026-04-21,1521.5,1532.65,1480.5,1506.57,1293809,INFY
2026-04-22,1453.64,1477.28,1448.79,1463.03,808608,INFY
2026-04-23,1431.12,1466.81,1430.88,1448.85,1354300,INFY
2026-04-24,1451.26,1457.46,1428.51,1442.98,931771,INFY
2026-04-27,1469.47,1475.6,1440.99,1458.29,1329750,INFY
2026-04-28,1475.12,1538.63,1473.0,1505.81,1277469,INFY
2026-04-29,1559.48,1568.07,1524.28,1546.17,901692,INFY
2026-04-30,1598.95,1607.46,1546.33,1576.9,1333109,INFY
2026-05-01,1618.4,1642.62,1571.36,1606.99,970106,INFY
2026-05-04,1647.5,1660.6,1634.62,1647.61,2645786,INFY
2026-05-05,1651.38,1676.09,1621.88,1648.98,1510573,INFY
2026-05-06,1661.77,1663.67,1615.38,1639.52,3570802,INFY
2026-05-07,1597.49,1638.41,1590.6,1614.51,1148977,INFY
2026-05-08,1620.98,1621.72,1560.15,1590.93,2247913,INFY
2026-05-11,1574.92,1594.13,1559.81,1576.97,1671032,INFY
2026-05-12,1572.07,1598.06,1526.51,1562.28,973091,INFY
2026-05-13,1547.53,1575.81,1538.03,1556.92,1123169,INFY
2026-05-14,1564.28,1588.89,1544.28,1566.59,1350159,INFY
2026-05-15,1543.26,1572.39,1532.07,1552.23,1956480,INFY
